from_va,to_va,kind,instruction,symbol
0x004849e2,0x00424030,direct_call,call 0x424030,
0x004849e9,0x004849f2,immediate,je 0x4849f2,
0x004849f0,0x00484a0f,immediate,jmp 0x484a0f,
0x00484a0a,0x0047d600,direct_call,call 0x47d600,
0x00484a5b,0x004863c0,direct_call,call 0x4863c0,
0x00484a77,0x00470af0,direct_call,call 0x470af0,
0x00484a88,0x004851ef,immediate,je 0x4851ef,
0x00484a9d,0x004851ef,immediate,jbe 0x4851ef,
0x00484aba,0x0047c5f0,direct_call,call 0x47c5f0,
0x00484acc,0x00484b60,immediate,jne 0x484b60,
0x00484ade,0x00484b16,immediate,jne 0x484b16,
0x00484ae9,0x0040ff90,direct_call,call 0x40ff90,
0x00484b0c,0x004f8ce0,direct_call,call 0x4f8ce0,
0x00484b14,0x00484b5b,immediate,jmp 0x484b5b,
0x00484b1f,0x0040ff90,direct_call,call 0x40ff90,
0x00484b53,0x004f8ff0,direct_call,call 0x4f8ff0,
0x00484b5b,0x00484c05,immediate,jmp 0x484c05,
0x00484b6c,0x00484bbe,immediate,jne 0x484bbe,
0x00484b8c,0x004293c0,direct_call,call 0x4293c0,
0x00484b9a,0x0040ff90,direct_call,call 0x40ff90,
0x00484bb4,0x004f8ce0,direct_call,call 0x4f8ce0,
0x00484bbc,0x00484c05,immediate,jmp 0x484c05,
0x00484bc7,0x0040ff90,direct_call,call 0x40ff90,
0x00484bfd,0x004f8ff0,direct_call,call 0x4f8ff0,
0x00484c0c,0x00484c1b,immediate,je 0x484c1b,
0x00484c12,0x00484c1b,immediate,jne 0x484c1b,
0x00484c1f,0x00484c8a,immediate,jne 0x484c8a,
0x00484c37,0x00423540,direct_call,call 0x423540,
0x00484c54,0x004235c0,direct_call,call 0x4235c0,
0x00484c5e,0x00484c8a,immediate,je 0x484c8a,
0x00484c6a,0x00484c8a,immediate,jne 0x484c8a,
0x00484c84,0x00423520,direct_call,call 0x423520,
0x00484c8e,0x00484e4b,immediate,jne 0x484e4b,
0x00484c9b,0x00484e4b,immediate,jne 0x484e4b,
0x00484cbf,0x004388f0,direct_call,call 0x4388f0,
0x00484ccb,0x00485a10,direct_call,call 0x485a10,
0x00484cd2,0x00484cee,immediate,je 0x484cee,
0x00484ce8,0x0044ef90,direct_call,call 0x44ef90,
0x00484cf5,0x00484e46,immediate,jl 0x484e46,
0x00484d04,0x0040c300,direct_call,call 0x40c300,
0x00484d0b,0x004859b0,direct_call,call 0x4859b0,
0x00484d4c,0x004790e0,direct_call,call 0x4790e0,
0x00484d53,0x0044ced0,direct_call,call 0x44ced0,
0x00484d6a,0x00484d75,immediate,jne 0x484d75,
0x00484d6f,0x00486370,direct_call,call 0x486370,
0x00484d86,0x004292e0,direct_call,call 0x4292e0,candidate_rate_access
0x00484d9c,0x004292f0,direct_call,call 0x4292f0,
0x00484dbf,0x004292f0,direct_call,call 0x4292f0,
0x00484dd5,0x004614a0,direct_call,call 0x4614a0,
0x00484dea,0x00484e46,immediate,jne 0x484e46,
0x00484def,0x0047ba30,direct_call,call 0x47ba30,
0x00484e20,0x0041cad0,direct_call,call 0x41cad0,
0x00484e40,0x0049db70,direct_call,call 0x49db70,
0x00484e46,0x004851ef,immediate,jmp 0x4851ef,
0x00484e4f,0x004851af,immediate,jne 0x4851af,
0x00484e5f,0x00485017,immediate,je 0x485017,
0x00484e84,0x00478e00,direct_call,call 0x478e00,
0x00484e8b,0x00485017,immediate,je 0x485017,
0x00484e9a,0x0040ff90,direct_call,call 0x40ff90,
0x00484eae,0x0040c300,direct_call,call 0x40c300,
0x00484ecd,0x004f8b90,direct_call,call 0x4f8b90,
0x00484edd,0x00423520,direct_call,call 0x423520,
0x00484ef9,0x00464080,direct_call,call 0x464080,
0x00484f03,0x00485a40,direct_call,call 0x485a40,
0x00484f0d,0x00485017,immediate,je 0x485017,
0x00484f15,0x00464080,direct_call,call 0x464080,
0x00484f2b,0x00484850,direct_call,call 0x484850,
0x00484f33,0x00464080,direct_call,call 0x464080,
0x00484f3d,0x00485920,direct_call,call 0x485920,
0x00484f45,0x00485017,immediate,jle 0x485017,
0x00484f52,0x00485017,immediate,jne 0x485017,
0x00484f5a,0x00464230,direct_call,call 0x464230,
0x00484f64,0x004859d0,direct_call,call 0x4859d0,
0x00484f77,0x004865b0,direct_call,call 0x4865b0,
0x00484f7f,0x00464080,direct_call,call 0x464080,
0x00484f89,0x00464400,direct_call,call 0x464400,
0x00484f93,0x00484fd6,immediate,je 0x484fd6,
0x00484f97,0x00464080,direct_call,call 0x464080,
0x00484faa,0x00423ee0,direct_call,call 0x423ee0,candidate_rng_locked
0x00484fce,0x00486430,direct_call,call 0x486430,
0x00484fd4,0x00485012,immediate,jmp 0x485012,
0x00484fd8,0x00464080,direct_call,call 0x464080,
0x00484feb,0x00423ee0,direct_call,call 0x423ee0,candidate_rng_locked
0x0048500c,0x00486430,direct_call,call 0x486430,
0x00485012,0x00484ca1,immediate,jmp 0x484ca1,
0x0048502d,0x00423540,direct_call,call 0x423540,
0x00485049,0x00423540,direct_call,call 0x423540,
0x00485059,0x00423520,direct_call,call 0x423520,
0x0048506d,0x004851ad,immediate,jne 0x4851ad,
0x0048508a,0x00423590,direct_call,call 0x423590,
0x00485094,0x004850a2,immediate,je 0x4850a2,
0x0048509c,0x00486310,direct_call,call 0x486310,
0x004850b8,0x0045c2e0,direct_call,call 0x45c2e0,
0x004850ce,0x004850d7,immediate,jle 0x4850d7,
0x004850db,0x004850e4,immediate,jge 0x4850e4,
0x004850f8,0x004863c0,direct_call,call 0x4863c0,
0x00485123,0x004864b0,direct_call,call 0x4864b0,
0x0048513b,0x004298b0,direct_call,call 0x4298b0,
0x00485159,0x004298b0,direct_call,call 0x4298b0,
0x0048518c,0x00422dd0,direct_call,call 0x422dd0,
0x004851a7,0x00470af0,direct_call,call 0x470af0,
0x004851ad,0x004851ef,immediate,jmp 0x4851ef,
0x004851c6,0x0047c620,direct_call,call 0x47c620,
0x004851d0,0x004851de,immediate,je 0x4851de,
0x004851d8,0x00486350,direct_call,call 0x486350,
0x004851e9,0x00423520,direct_call,call 0x423520,
0x004851f7,0x005429ee,direct_call,call 0x5429ee,
0x0048525a,0x0040c310,direct_call,call 0x40c310,
0x00485263,0x0040b730,direct_call,call 0x40b730,
0x0048526c,0x005429fc,direct_call,call 0x5429fc,
0x00485277,0x0040b900,direct_call,call 0x40b900,
0x00485282,0x005429ee,direct_call,call 0x5429ee,
0x0048529e,0x00485240,direct_call,call 0x485240,
0x004852b5,0x005679a0,immediate,push 0x5679a0,
0x004852ee,0x00415520,direct_call,call 0x415520,
0x0048531a,0x00485332,immediate,je 0x485332,
0x00485322,0x00485ae0,direct_call,call 0x485ae0,
0x00485329,0x00485332,immediate,je 0x485332,
0x00485330,0x0048533a,immediate,jmp 0x48533a,
0x00485335,0x0047dc90,direct_call,call 0x47dc90,
0x0048534c,0x0040bbc0,direct_call,call 0x40bbc0,
0x00485353,0x004bd1e0,direct_call,call 0x4bd1e0,
0x00485374,0x0045d430,direct_call,call 0x45d430,
0x004853b3,0x0048540a,immediate,jae 0x48540a,
0x004853d4,0x0048540a,immediate,jae 0x48540a,
0x004853e9,0x0048540a,immediate,jae 0x48540a,
0x004853ff,0x0048540a,immediate,jae 0x48540a,
0x00485408,0x00485411,immediate,jmp 0x485411,
0x00485447,0x004854c2,immediate,jae 0x4854c2,
0x00485465,0x004854c2,immediate,jae 0x4854c2,
0x00485490,0x004854c2,immediate,jae 0x4854c2,
0x004854b7,0x004854c2,immediate,jae 0x4854c2,
0x004854c0,0x004854c9,immediate,jmp 0x4854c9,
0x004854fb,0x00485572,immediate,jae 0x485572,
0x00485528,0x00485572,immediate,jae 0x485572,
0x00485545,0x00485572,immediate,jae 0x485572,
0x00485567,0x00485572,immediate,jae 0x485572,
0x00485570,0x00485579,immediate,jmp 0x485579,
0x004855ab,0x00485627,immediate,jae 0x485627,
0x004855d8,0x00485627,immediate,jae 0x485627,
0x004855fa,0x00485627,immediate,jae 0x485627,
0x0048561c,0x00485627,immediate,jae 0x485627,
0x00485625,0x0048562e,immediate,jmp 0x48562e,
0x00485679,0x00484980,direct_call,call 0x484980,
0x00485680,0x004aaac0,direct_call,call 0x4aaac0,
0x004856ab,0x00414580,direct_call,call 0x414580,
0x00485752,0x00485761,immediate,jb 0x485761,
0x0048576d,0x0048577e,immediate,jb 0x48577e,
0x00485779,0x004858eb,immediate,jmp 0x4858eb,
0x0048578a,0x004857cc,immediate,jb 0x4857cc,
0x00485798,0x004857cc,immediate,jbe 0x4857cc,
0x0048579e,0x00460830,direct_call,call 0x460830,
0x004857b0,0x004ff350,direct_call,call 0x4ff350,
0x004857c7,0x004858e1,immediate,jmp 0x4858e1,
0x004857d8,0x0048583a,immediate,jb 0x48583a,
0x004857e6,0x0048583a,immediate,jbe 0x48583a,
0x004857ec,0x00460830,direct_call,call 0x460830,
0x004857fe,0x004ff350,direct_call,call 0x4ff350,
0x00485815,0x004298e0,direct_call,call 0x4298e0,
0x00485835,0x004858d7,immediate,jmp 0x4858d7,
0x00485846,0x00485879,immediate,jb 0x485879,
0x00485854,0x00485879,immediate,jbe 0x485879,
0x0048585b,0x004298e0,direct_call,call 0x4298e0,
0x00485877,0x004858cd,immediate,jmp 0x4858cd,
0x00485885,0x004858b9,immediate,jb 0x4858b9,
0x0048588b,0x00478060,direct_call,call 0x478060,
0x0048589b,0x00485660,direct_call,call 0x485660,
0x004858a2,0x0047a2c0,direct_call,call 0x47a2c0,
0x004858ac,0x0047a2e0,direct_call,call 0x47a2e0,
0x004858b7,0x004858c3,immediate,jmp 0x4858c3,
0x00485949,0x00471170,direct_call,call 0x471170,
0x004859fa,0x0040ff90,direct_call,call 0x40ff90,
0x00485a1c,0x0044ced0,direct_call,call 0x44ced0,
0x00485a23,0x00485a2e,immediate,je 0x485a2e,
0x00485a2c,0x00485a35,immediate,jmp 0x485a35,
0x00485a73,0x00422e10,direct_call,call 0x422e10,
0x00485a84,0x00429440,direct_call,call 0x429440,
0x00485a9e,0x00456130,direct_call,call 0x456130,
0x00485ab7,0x00485ac2,immediate,jb 0x485ac2,
0x00485ac0,0x00485ac9,immediate,jmp 0x485ac9,
0x00485ad1,0x005429ee,direct_call,call 0x5429ee,
0x00485b03,0x004111e0,direct_call,call 0x4111e0,
0x00485b2c,0x0040f160,direct_call,call 0x40f160,
0x00485b32,0x00485b00,direct_call,call 0x485b00,
0x00485b3d,0x0040d0e0,direct_call,call 0x40d0e0,
0x00485b4d,0x0040d980,direct_call,call 0x40d980,
0x00485b8e,0x00423540,direct_call,call 0x423540,
0x00485ba0,0x00485bb2,immediate,je 0x485bb2,
0x00485ba5,0x0047da40,direct_call,call 0x47da40,
0x00485bad,0x00486292,immediate,jmp 0x486292,
0x00485bb7,0x004292e0,direct_call,call 0x4292e0,candidate_rate_access
0x00485bc6,0x00485c2f,immediate,je 0x485c2f,
0x00485bcf,0x00485c2f,immediate,je 0x485c2f,
0x00485bd8,0x00485c2f,immediate,je 0x485c2f,
0x00485be6,0x00485c2f,immediate,jne 0x485c2f,
0x00485bf1,0x00423bd0,direct_call,call 0x423bd0,
0x00485c0c,0x00423bd0,direct_call,call 0x423bd0,
0x00485c29,0x004292a0,direct_call,call 0x4292a0,
0x00485c3e,0x00485ca1,immediate,je 0x485ca1,
0x00485c49,0x0042a110,direct_call,call 0x42a110,
0x00485c5d,0x0041caf0,direct_call,call 0x41caf0,
0x00485c64,0x00485ca1,immediate,jne 0x485ca1,
0x00485c90,0x00485ca1,immediate,jp 0x485ca1,
0x00485cb7,0x00486135,immediate,ja 0x486135,
0x00485ce5,0x00452ff0,direct_call,call 0x452ff0,
0x00485cf1,0x004296e0,direct_call,call 0x4296e0,
0x00485d0e,0x0047c5f0,direct_call,call 0x47c5f0,
0x00485d2a,0x0047c5f0,direct_call,call 0x47c5f0,
0x00485d42,0x004292a0,direct_call,call 0x4292a0,
0x00485d4e,0x0045d0c0,direct_call,call 0x45d0c0,
0x00485d56,0x00485d5d,immediate,jne 0x485d5d,
0x00485d58,0x00486135,immediate,jmp 0x486135,
0x00485d76,0x00485d8f,immediate,jne 0x485d8f,
0x00485d7b,0x0047dcf0,direct_call,call 0x47dcf0,
0x00485d88,0x00485d8f,immediate,jne 0x485d8f,
0x00485d8a,0x00485cf7,immediate,jmp 0x485cf7,
0x00485da2,0x00485db2,immediate,je 0x485db2,
0x00485da7,0x004840e0,direct_call,call 0x4840e0,
0x00485dc1,0x00485dd1,immediate,je 0x485dd1,
0x00485dc6,0x00483f00,direct_call,call 0x483f00,
0x00485de0,0x00485df0,immediate,je 0x485df0,
0x00485de5,0x00483d20,direct_call,call 0x483d20,
0x00485dff,0x00485e0f,immediate,je 0x485e0f,
0x00485e04,0x00483920,direct_call,call 0x483920,
0x00485e1e,0x00485e2e,immediate,je 0x485e2e,
0x00485e23,0x00483580,direct_call,call 0x483580,
0x00485e3d,0x00485e4d,immediate,je 0x485e4d,
0x00485e42,0x00482a60,direct_call,call 0x482a60,
0x00485e5c,0x00485e6c,immediate,je 0x485e6c,
0x00485e61,0x00480db0,direct_call,call 0x480db0,
0x00485e7b,0x00485e8b,immediate,je 0x485e8b,
0x00485e80,0x004827e0,direct_call,call 0x4827e0,
0x00485e9a,0x00485eaa,immediate,je 0x485eaa,
0x00485e9f,0x0047c800,direct_call,call 0x47c800,
0x00485eb9,0x00485ec9,immediate,je 0x485ec9,
0x00485ebe,0x00481200,direct_call,call 0x481200,
0x00485ed8,0x00485f48,immediate,je 0x485f48,
0x00485eea,0x0047c680,direct_call,call 0x47c680,
0x00485ef7,0x00423590,direct_call,call 0x423590,
0x00485f01,0x00485f25,immediate,je 0x485f25,
0x00485f23,0x00485f48,immediate,jmp 0x485f48,
0x00485f35,0x0047c680,direct_call,call 0x47c680,
0x00485f42,0x00429420,direct_call,call 0x429420,
0x00485f57,0x00485ff3,immediate,je 0x485ff3,
0x00485f6d,0x0047c680,direct_call,call 0x47c680,
0x00485f7a,0x00423590,direct_call,call 0x423590,
0x00485f84,0x00485fbe,immediate,je 0x485fbe,
0x00485fb7,0x00485d67,immediate,jmp 0x485d67,
0x00485fbc,0x00485ff3,immediate,jmp 0x485ff3,
0x00485fe0,0x0047c680,direct_call,call 0x47c680,
0x00485fed,0x00429420,direct_call,call 0x429420,
0x00485ff7,0x00485ffe,immediate,je 0x485ffe,
0x00485ff9,0x00485d67,immediate,jmp 0x485d67,
0x0048600a,0x0048603c,immediate,jne 0x48603c,
0x0048601a,0x004292e0,direct_call,call 0x4292e0,candidate_rate_access
0x0048602a,0x004292f0,direct_call,call 0x4292f0,
0x00486036,0x004296e0,direct_call,call 0x4296e0,
0x0048603c,0x00486135,immediate,jmp 0x486135,
0x00486058,0x0047c5f0,direct_call,call 0x47c5f0,
0x00486074,0x0047c5f0,direct_call,call 0x47c5f0,
0x0048608c,0x004292a0,direct_call,call 0x4292a0,
0x004860a0,0x004292e0,direct_call,call 0x4292e0,candidate_rate_access
0x004860b0,0x004292f0,direct_call,call 0x4292f0,
0x004860d0,0x00452ff0,direct_call,call 0x452ff0,
0x004860dc,0x004296e0,direct_call,call 0x4296e0,
0x004860e2,0x00486135,immediate,jmp 0x486135,
0x004860fb,0x0047c5f0,direct_call,call 0x47c5f0,
0x00486117,0x0047c5f0,direct_call,call 0x47c5f0,
0x0048612f,0x004292a0,direct_call,call 0x4292a0,
0x0048613b,0x00437cd0,direct_call,call 0x437cd0,
0x00486142,0x0048620c,immediate,je 0x48620c,
0x00486157,0x00486162,immediate,je 0x486162,
0x0048615c,0x00483270,direct_call,call 0x483270,
0x00486171,0x0048620c,immediate,jne 0x48620c,
0x0048617e,0x0048620c,immediate,jge 0x48620c,
0x0048618a,0x00437cd0,direct_call,call 0x437cd0,
0x004861a7,0x00437cd0,direct_call,call 0x437cd0,
0x004861db,0x00485580,direct_call,call 0x485580,
0x004861e5,0x0048620c,immediate,je 0x48620c,
0x004861ea,0x0047da40,direct_call,call 0x47da40,
0x004861ff,0x004292a0,direct_call,call 0x4292a0,
0x00486207,0x00486292,immediate,jmp 0x486292,
0x00486213,0x00486224,immediate,je 0x486224,
0x0048622b,0x0048623c,immediate,jle 0x48623c,
0x00486248,0x0048627b,immediate,jne 0x48627b,
0x00486250,0x0042b5d0,direct_call,call 0x42b5d0,
0x00486257,0x0048627b,immediate,je 0x48627b,
0x0048625c,0x0047da40,direct_call,call 0x47da40,
0x00486271,0x004292a0,direct_call,call 0x4292a0,
0x00486279,0x00486292,immediate,jmp 0x486292,
0x0048628b,0x004292a0,direct_call,call 0x4292a0,
0x004862c4,0x0047b880,direct_call,call 0x47b880,
0x004862d3,0x00486690,direct_call,call 0x486690,
0x004862db,0x0047c300,direct_call,call 0x47c300,
0x00486304,0x0047ade0,direct_call,call 0x47ade0,
0x0048631c,0x0044ef90,direct_call,call 0x44ef90,
0x0048633c,0x004388f0,direct_call,call 0x4388f0,
0x0048635c,0x0044ef90,direct_call,call 0x44ef90,
0x0048637c,0x004388f0,direct_call,call 0x4388f0,
0x004863ab,0x00414580,direct_call,call 0x414580,
0x00486410,0x00414580,direct_call,call 0x414580,
0x0048641b,0x0044fd30,direct_call,call 0x44fd30,
0x00486465,0x00471170,direct_call,call 0x471170,
0x00486552,0x0040bbc0,direct_call,call 0x40bbc0,
0x00486592,0x0040bbc0,direct_call,call 0x40bbc0,
0x00486634,0x0056fcd4,immediate:string,push 0x56fcd4,D:\cygwin\home\zun\prog\th20\src\game\bullet.cpp:666 BulletInf
0x0048663f,0x0047b5f0,direct_call,call 0x47b5f0,
0x0048664b,0x00486651,immediate,jne 0x486651,
0x0048664f,0x00486688,immediate,jmp 0x486688,
0x00486658,0x00480fa0,direct_call,call 0x480fa0,
0x0048665f,0x00486665,immediate,je 0x486665,
0x00486661,0x0048666a,immediate,jmp 0x48666a,
0x00486663,0x0048666a,immediate,jmp 0x48666a,
0x00486668,0x00486688,immediate,jmp 0x486688,
0x0048666e,0x00486686,immediate,je 0x486686,
0x0048667a,0x0041f7c0,direct_call,call 0x41f7c0,
0x0048669e,0x00484750,direct_call,call 0x484750,
0x004866ba,0x0040bda0,direct_call,call 0x40bda0,
0x004866cc,0x0040b280,direct_call,call 0x40b280,
0x004866fc,0x0040bda0,direct_call,call 0x40bda0,
0x00486717,0x0040b280,direct_call,call 0x40b280,
0x00486723,0x00486b30,direct_call,call 0x486b30,
0x00486745,0x00567c8d,immediate,push 0x567c8d,
0x00486769,0x00413f80,direct_call,call 0x413f80,
0x00486779,0x0040b280,direct_call,call 0x40b280,
0x00486785,0x004869d0,direct_call,call 0x4869d0,
0x004867bc,0x0040bda0,direct_call,call 0x40bda0,
0x004867d7,0x0040b280,direct_call,call 0x40b280,
0x004867e3,0x00486af0,direct_call,call 0x486af0,
0x00486805,0x00567c8d,immediate,push 0x567c8d,
0x00486829,0x00413f80,direct_call,call 0x413f80,
0x00486839,0x0040b280,direct_call,call 0x40b280,
0x00486845,0x00486a30,direct_call,call 0x486a30,
0x00486875,0x005691fd,immediate,push 0x5691fd,
0x0048689a,0x0040c770,direct_call,call 0x40c770,
0x004868b2,0x0040e700,direct_call,call 0x40e700,
0x004868c1,0x0040b280,direct_call,call 0x40b280,
0x004868d3,0x004866f0,direct_call,call 0x4866f0,
0x004868e8,0x0040b4d0,direct_call,call 0x40b4d0,
0x004868fd,0x00486de0,direct_call,call 0x486de0,
0x00486915,0x005429ee,direct_call,call 0x5429ee,
0x00486925,0x005691fd,immediate,push 0x5691fd,
0x0048694a,0x0040c770,direct_call,call 0x40c770,
0x00486962,0x0040e700,direct_call,call 0x40e700,
0x00486971,0x0040b280,direct_call,call 0x40b280,
0x00486983,0x004867b0,direct_call,call 0x4867b0,
0x00486998,0x0040b4d0,direct_call,call 0x40b4d0,
0x004869ad,0x00486de0,direct_call,call 0x486de0,
0x004869c5,0x005429ee,direct_call,call 0x5429ee,
0x004869dd,0x00413910,direct_call,call 0x413910,
0x004869ea,0x004869ee,immediate,jne 0x4869ee,
0x004869ec,0x00486a24,immediate,jmp 0x486a24,
0x004869f4,0x0040e700,direct_call,call 0x40e700,
0x00486a03,0x0040b280,direct_call,call 0x40b280,
0x00486a15,0x004866b0,direct_call,call 0x4866b0,
0x00486a1e,0x00414c60,direct_call,call 0x414c60,
0x00486a3b,0x00413910,direct_call,call 0x413910,
0x00486a48,0x00486a4c,immediate,jne 0x486a4c,
0x00486a4a,0x00486a6b,immediate,jmp 0x486a6b,
0x00486a50,0x0040b280,direct_call,call 0x40b280,
0x00486a59,0x00486920,direct_call,call 0x486920,
0x00486a65,0x00414c60,direct_call,call 0x414c60,
0x00486a8e,0x0054275d,direct_call,call 0x54275d,
0x00486a9d,0x00486ab9,immediate,je 0x486ab9,
0x00486aa7,0x0040c080,direct_call,call 0x40c080,
0x00486aaf,0x00486bb0,direct_call,call 0x486bb0,
0x00486ab7,0x00486ac0,immediate,jmp 0x486ac0,
0x00486ad6,0x00486e50,direct_call,call 0x486e50,
0x00486ae6,0x00486e80,direct_call,call 0x486e80,
0x00486b16,0x0046a710,direct_call,call 0x46a710,
0x00486b56,0x0046a780,direct_call,call 0x46a780,
0x00486b91,0x0046a780,direct_call,call 0x46a780,
0x00486bb5,0x00567600,immediate,push 0x567600,
0x00486bd9,0x0041fd20,direct_call,call 0x41fd20,
0x00486bed,0x00425cc0,direct_call,call 0x425cc0,
0x00486bf2,0x00425cc0,immediate,push 0x425cc0,
0x00486c02,0x0040bc20,direct_call,call 0x40bc20,
0x00486c0d,0x00425cc0,direct_call,call 0x425cc0,
0x00486c18,0x00422d90,direct_call,call 0x422d90,
0x00486c28,0x00544760,direct_call,call 0x544760,
0x00486cc1,0x00422e10,direct_call,call 0x422e10,
0x00486ced,0x0056fd94,immediate:string,push 0x56fd94,initialize CardInf
0x00486cf2,0x0040c6b0,direct_call,call 0x40c6b0,
0x00486d25,0x00567600,immediate,push 0x567600,
0x00486d5e,0x0044fcd0,direct_call,call 0x44fcd0,
0x00486d72,0x0044fcd0,direct_call,call 0x44fcd0,
0x00486d85,0x0044fcd0,direct_call,call 0x44fcd0,
0x00486d8a,0x0056fda8,immediate:string,push 0x56fda8,shutdown CardInf
0x00486d8f,0x0040c6b0,direct_call,call 0x40c6b0,
0x00486da4,0x004124b0,direct_call,call 0x4124b0,
0x00486db6,0x004124b0,direct_call,call 0x4124b0,
0x00486dbf,0x0041fdf0,direct_call,call 0x41fdf0,
0x00486ded,0x00486dff,immediate,je 0x486dff,
0x00486df7,0x0040cfc0,direct_call,call 0x40cfc0,
0x00486e68,0x00488920,direct_call,call 0x488920,
0x00486e90,0x0044baf0,direct_call,call 0x44baf0,
0x00486eb6,0x004142a0,direct_call,call 0x4142a0,
0x00486ebe,0x00486740,direct_call,call 0x486740,
0x00486ee2,0x0044b020,direct_call,call 0x44b020,
0x00486efa,0x0046ae30,direct_call,call 0x46ae30,
0x00486f05,0x00486f15,immediate,je 0x486f15,
0x00486f0d,0x0054278d,direct_call,call 0x54278d,
0x00486f2a,0x00486d20,direct_call,call 0x486d20,
0x00486f35,0x00486f48,immediate,je 0x486f48,
0x00486f40,0x0054278d,direct_call,call 0x54278d,
0x00486f73,0x004872c1,immediate,je 0x4872c1,
0x00486f9c,0x004235c0,direct_call,call 0x4235c0,
0x00486fa6,0x00486fc2,immediate,je 0x486fc2,
0x00486fb4,0x00486fc2,immediate,jne 0x486fc2,
0x00486fbc,0x00487b90,direct_call,call 0x487b90,
0x00486fd3,0x004235c0,direct_call,call 0x4235c0,
0x00486fdd,0x00487047,immediate,je 0x487047,
0x00486feb,0x00487047,immediate,jne 0x487047,
0x00487055,0x00423540,direct_call,call 0x423540,
0x00487069,0x004235c0,direct_call,call 0x4235c0,
0x00487073,0x004871e6,immediate,je 0x4871e6,
0x00487085,0x0048713b,immediate,jne 0x48713b,
0x0048708e,0x004888a0,direct_call,call 0x4888a0,
0x00487095,0x004870ba,immediate,jne 0x4870ba,
0x004870a0,0x0040ff90,direct_call,call 0x40ff90,
0x004870a7,0x00460850,direct_call,call 0x460850,
0x004870b8,0x004870f5,immediate,ja 0x4870f5,
0x004870bd,0x004888a0,direct_call,call 0x4888a0,
0x004870c4,0x00487136,immediate,je 0x487136,
0x004870cf,0x0040ff90,direct_call,call 0x40ff90,
0x004870d6,0x00460850,direct_call,call 0x460850,
0x004870f3,0x00487136,immediate,jbe 0x487136,
0x004870fc,0x00487107,immediate,jmp 0x487107,
0x0048710b,0x00487127,immediate,jge 0x487127,
0x0048711f,0x0044ef90,direct_call,call 0x44ef90,
0x00487125,0x004870fe,immediate,jmp 0x4870fe,
0x00487136,0x004871e6,immediate,jmp 0x4871e6,
0x00487147,0x0048716c,immediate,jne 0x48716c,
0x00487152,0x0040ff90,direct_call,call 0x40ff90,
0x00487159,0x00460850,direct_call,call 0x460850,
0x0048716a,0x004871a5,immediate,ja 0x4871a5,
0x00487178,0x004871e6,immediate,je 0x4871e6,
0x00487183,0x0040ff90,direct_call,call 0x40ff90,
0x0048718a,0x00460850,direct_call,call 0x460850,
0x004871a3,0x004871e6,immediate,jbe 0x4871e6,
0x004871ac,0x004871b7,immediate,jmp 0x4871b7,
0x004871bb,0x004871d7,immediate,jge 0x4871d7,
0x004871cf,0x0044ef90,direct_call,call 0x44ef90,
0x004871d5,0x004871ae,immediate,jmp 0x4871ae,
0x004871ef,0x00412730,direct_call,call 0x412730,
0x004871fc,0x00485660,direct_call,call 0x485660,
0x00487203,0x0048726d,immediate,je 0x48726d,
0x0048720e,0x00412730,direct_call,call 0x412730,
0x0048721b,0x00485660,direct_call,call 0x485660,
0x00487222,0x0047a2c0,direct_call,call 0x47a2c0,
0x0048723b,0x00429440,direct_call,call 0x429440,
0x00487258,0x004292f0,direct_call,call 0x4292f0,
0x00487267,0x004296e0,direct_call,call 0x4296e0,
0x00487282,0x004502c0,direct_call,call 0x4502c0,
0x00487294,0x004872c1,immediate,je 0x4872c1,
0x0048729f,0x00424010,direct_call,call 0x424010,
0x004872a6,0x00478130,direct_call,call 0x478130,
0x004872b0,0x004872c1,immediate,jne 0x4872c1,
0x004872e2,0x00487319,immediate,je 0x487319,
0x004872f0,0x00487314,immediate,jne 0x487314,
0x004872f7,0x0041cb10,direct_call,call 0x41cb10,
0x00487314,0x00487551,immediate,jmp 0x487551,
0x00487325,0x00487551,immediate,je 0x487551,
0x00487342,0x0041cb10,direct_call,call 0x41cb10,
0x00487388,0x0054ffa0,direct_call,call 0x54ffa0,
0x004873c7,0x004873e7,immediate,jb 0x4873e7,
0x004873fa,0x00550130,direct_call,call 0x550130,
0x00487402,0x00543310,direct_call,call 0x543310,
0x00487412,0x0048741b,immediate,jl 0x48741b,
0x0048742e,0x00550130,direct_call,call 0x550130,
0x00487463,0x00488990,direct_call,call 0x488990,
0x0048748b,0x00488830,direct_call,call 0x488830,
0x00487492,0x004874de,immediate,jne 0x4874de,
0x004874a5,0x00474d60,direct_call,call 0x474d60,
0x004874b7,0x00488740,direct_call,call 0x488740,
0x004874dc,0x0048753c,immediate,jmp 0x48753c,
0x004874e3,0x00474d60,direct_call,call 0x474d60,
0x004874f5,0x00488770,direct_call,call 0x488770,
0x00487523,0x004885e0,direct_call,call 0x4885e0,
0x0048752a,0x0048753c,immediate,je 0x48753c,
0x00487536,0x00488990,direct_call,call 0x488990,
0x00487565,0x00478ea0,direct_call,call 0x478ea0,
0x0048756f,0x00487583,immediate,je 0x487583,
0x00487573,0x00478ea0,direct_call,call 0x478ea0,
0x0048757d,0x004872d0,direct_call,call 0x4872d0,
0x004875ac,0x0048789a,immediate,je 0x48789a,
0x004875c0,0x0044ced0,direct_call,call 0x44ced0,
0x004875cc,0x0048789a,immediate,je 0x48789a,
