from_va,to_va,kind,instruction,symbol
0x0040100a,0x0040c080,direct_call,call 0x40c080,
0x00401014,0x0040b760,direct_call,call 0x40b760,
0x00401019,0x0056b360,immediate,push 0x56b360,
0x0040101e,0x005429d9,direct_call,call 0x5429d9,
0x0040103a,0x0040c080,direct_call,call 0x40c080,
0x00401044,0x0040de30,direct_call,call 0x40de30,
0x00401049,0x0056b370,immediate,push 0x56b370,
0x0040104e,0x005429d9,direct_call,call 0x5429d9,
0x0040106a,0x0040c080,direct_call,call 0x40c080,
0x00401074,0x00414170,direct_call,call 0x414170,
0x00401079,0x0056b380,immediate,push 0x56b380,
0x0040107e,0x005429d9,direct_call,call 0x5429d9,
0x0040109d,0x0040c080,direct_call,call 0x40c080,
0x004010a7,0x00418ac0,direct_call,call 0x418ac0,
0x004010b3,0x0041f9b0,immediate,push 0x41f9b0,
0x004010c4,0x0040bc20,direct_call,call 0x40bc20,
0x004010d3,0x0041f9b0,immediate,push 0x41f9b0,
0x004010e4,0x0040bc20,direct_call,call 0x40bc20,
0x004010f8,0x0041fb10,direct_call,call 0x41fb10,
0x0040110a,0x00422c50,direct_call,call 0x422c50,
0x0040112a,0x00422c50,direct_call,call 0x422c50,
0x0040114a,0x00422c50,direct_call,call 0x422c50,
0x0040116a,0x00422c50,direct_call,call 0x422c50,
0x00401188,0x00422e40,direct_call,call 0x422e40,
0x0040119a,0x0040c080,direct_call,call 0x40c080,
0x004011a4,0x004233b0,direct_call,call 0x4233b0,
0x004011a9,0x0056b390,immediate,push 0x56b390,
0x004011ae,0x005429d9,direct_call,call 0x5429d9,
0x004011cd,0x0040c080,direct_call,call 0x40c080,
0x004011d7,0x00425d70,direct_call,call 0x425d70,
0x004011dc,0x0056b3a0,immediate,push 0x56b3a0,
0x004011e1,0x005429d9,direct_call,call 0x5429d9,
0x004011f3,0x0056b3b0,immediate,push 0x56b3b0,
0x004011f8,0x005429d9,direct_call,call 0x5429d9,
0x0040121a,0x0040c080,direct_call,call 0x40c080,
0x00401224,0x00452dd0,direct_call,call 0x452dd0,
0x00401229,0x0056b3c0,immediate,push 0x56b3c0,
0x0040122e,0x005429d9,direct_call,call 0x5429d9,
0x00401248,0x00452e00,direct_call,call 0x452e00,
0x00405703,0x00544760,direct_call,call 0x544760,
0x00405937,0x00544760,direct_call,call 0x544760,
0x00405b6b,0x00544760,direct_call,call 0x544760,
0x00405d9f,0x00544760,direct_call,call 0x544760,
0x00405fd3,0x00544760,direct_call,call 0x544760,
0x00406207,0x00544760,direct_call,call 0x544760,
0x0040643b,0x00544760,direct_call,call 0x544760,
0x0040666f,0x00544760,direct_call,call 0x544760,
0x004074c0,0x00544760,direct_call,call 0x544760,
0x004076f3,0x00544760,direct_call,call 0x544760,
0x00407926,0x00544760,direct_call,call 0x544760,
0x00407a6b,0x00544760,direct_call,call 0x544760,
0x00407c9f,0x00544760,direct_call,call 0x544760,
0x00409e3f,0x00544760,direct_call,call 0x544760,
0x0040a073,0x00544760,direct_call,call 0x544760,
0x0040a2a7,0x00544760,direct_call,call 0x544760,
0x0040a3c5,0x00544760,direct_call,call 0x544760,
0x0040a4e3,0x00544760,direct_call,call 0x544760,
0x0040a717,0x00544760,direct_call,call 0x544760,
0x0040a94b,0x00544760,direct_call,call 0x544760,
0x0040a99a,0x0040c080,direct_call,call 0x40c080,
0x0040a9a4,0x004a2db0,direct_call,call 0x4a2db0,
0x0040a9a9,0x0056b3d0,immediate,push 0x56b3d0,
0x0040a9ae,0x005429d9,direct_call,call 0x5429d9,
0x0040a9ca,0x0040c080,direct_call,call 0x40c080,
0x0040a9d4,0x0040b780,direct_call,call 0x40b780,
0x0040a9d9,0x0056b3e0,immediate,push 0x56b3e0,
0x0040a9de,0x005429d9,direct_call,call 0x5429d9,
0x0040aa1d,0x0040c080,direct_call,call 0x40c080,
0x0040aa27,0x004d8990,direct_call,call 0x4d8990,
0x0040aa2c,0x0056b3f0,immediate,push 0x56b3f0,
0x0040aa31,0x005429d9,direct_call,call 0x5429d9,
0x0040aa45,0x0056a02f,immediate,push 0x56a02f,
0x0040aa62,0x00571ed4,immediate:string,push 0x571ed4,no notice
0x0040aa6c,0x0046a830,direct_call,call 0x46a830,
0x0040aa78,0x00571ed4,immediate:string,push 0x571ed4,no notice
0x0040aa82,0x0046a830,direct_call,call 0x46a830,
0x0040aa95,0x0046a830,direct_call,call 0x46a830,
0x0040aaa8,0x0046a830,direct_call,call 0x46a830,
0x0040aabb,0x0046a830,direct_call,call 0x46a830,
0x0040aace,0x0046a830,direct_call,call 0x46a830,
0x0040aae1,0x0046a830,direct_call,call 0x46a830,
0x0040aaf4,0x0046a830,direct_call,call 0x46a830,
0x0040ab07,0x0046a830,direct_call,call 0x46a830,
0x0040ab1a,0x0046a830,direct_call,call 0x46a830,
0x0040ab2d,0x0046a830,direct_call,call 0x46a830,
0x0040ab40,0x0046a830,direct_call,call 0x46a830,
0x0040ab53,0x0046a830,direct_call,call 0x46a830,
0x0040ab66,0x0046a830,direct_call,call 0x46a830,
0x0040ab79,0x0046a830,direct_call,call 0x46a830,
0x0040ab8c,0x0046a830,direct_call,call 0x46a830,
0x0040ab9f,0x0046a830,direct_call,call 0x46a830,
0x0040abb2,0x0046a830,direct_call,call 0x46a830,
0x0040abc5,0x0046a830,direct_call,call 0x46a830,
0x0040abd8,0x0046a830,direct_call,call 0x46a830,
0x0040abeb,0x0046a830,direct_call,call 0x46a830,
0x0040abfe,0x0046a830,direct_call,call 0x46a830,
0x0040ac11,0x0046a830,direct_call,call 0x46a830,
0x0040ac24,0x0046a830,direct_call,call 0x46a830,
0x0040ac37,0x0046a830,direct_call,call 0x46a830,
0x0040ac4a,0x0046a830,direct_call,call 0x46a830,
0x0040ac5d,0x0046a830,direct_call,call 0x46a830,
0x0040ac70,0x0046a830,direct_call,call 0x46a830,
0x0040ac83,0x0046a830,direct_call,call 0x46a830,
0x0040ac96,0x0046a830,direct_call,call 0x46a830,
0x0040aca9,0x0046a830,direct_call,call 0x46a830,
0x0040acbc,0x0046a830,direct_call,call 0x46a830,
0x0040accf,0x0046a830,direct_call,call 0x46a830,
0x0040ace2,0x0046a830,direct_call,call 0x46a830,
0x0040acf5,0x0046a830,direct_call,call 0x46a830,
0x0040ad08,0x0046a830,direct_call,call 0x46a830,
0x0040ad1b,0x0046a830,direct_call,call 0x46a830,
0x0040ad2e,0x0046a830,direct_call,call 0x46a830,
0x0040ad41,0x0046a830,direct_call,call 0x46a830,
0x0040ad54,0x0046a830,direct_call,call 0x46a830,
0x0040ad67,0x0046a830,direct_call,call 0x46a830,
0x0040ad7a,0x0046a830,direct_call,call 0x46a830,
0x0040ad8d,0x0046a830,direct_call,call 0x46a830,
0x0040ada0,0x0046a830,direct_call,call 0x46a830,
0x0040adb3,0x0046a830,direct_call,call 0x46a830,
0x0040adc6,0x0046a830,direct_call,call 0x46a830,
0x0040add9,0x0046a830,direct_call,call 0x46a830,
0x0040adec,0x0046a830,direct_call,call 0x46a830,
0x0040adff,0x0046a830,direct_call,call 0x46a830,
0x0040ae12,0x0046a830,direct_call,call 0x46a830,
0x0040ae1e,0x0056b400,immediate,push 0x56b400,
0x0040ae23,0x005429d9,direct_call,call 0x5429d9,
0x0040ae48,0x00425cc0,direct_call,call 0x425cc0,
0x0040ae58,0x004616e0,direct_call,call 0x4616e0,
0x0040ae68,0x004616e0,direct_call,call 0x4616e0,
0x0040ae78,0x004616e0,direct_call,call 0x4616e0,
0x0040ae88,0x004616e0,direct_call,call 0x4616e0,
0x0040ae93,0x00539d60,immediate,push 0x539d60,
0x0040ae98,0x0040de30,immediate,push 0x40de30,
0x0040aea6,0x00542eaf,direct_call,call 0x542eaf,
0x0040aeab,0x0056b430,immediate,push 0x56b430,
0x0040aeb0,0x005429d9,direct_call,call 0x5429d9,
0x0040aebf,0x00541927,direct_call,call 0x541927,
0x0040aec4,0x0056b449,immediate,push 0x56b449,
0x0040aec9,0x005429d9,direct_call,call 0x5429d9,
0x0040aed0,0x0056b453,immediate,push 0x56b453,
0x0040aed5,0x005429d9,direct_call,call 0x5429d9,
0x0040aedc,0x0056b45d,immediate,push 0x56b45d,
0x0040aee1,0x005429d9,direct_call,call 0x5429d9,
0x0040aee8,0x0056b467,immediate,push 0x56b467,
0x0040aeed,0x005429d9,direct_call,call 0x5429d9,
0x0040aef9,0x00541927,direct_call,call 0x541927,
0x0040aefe,0x0056b471,immediate,push 0x56b471,
0x0040af03,0x005429d9,direct_call,call 0x5429d9,
0x0040af1b,0x0040b280,direct_call,call 0x40b280,
0x0040af45,0x005674f0,immediate,push 0x5674f0,
0x0040af6c,0x0040b280,direct_call,call 0x40b280,
0x0040af7b,0x0040b280,direct_call,call 0x40b280,
0x0040afa3,0x0040b130,direct_call,call 0x40b130,
0x0040afd5,0x00567528,immediate,push 0x567528,
0x0040affb,0x0040b8e0,direct_call,call 0x40b8e0,
0x0040b00d,0x0040b8a0,direct_call,call 0x40b8a0,
0x0040b020,0x0040b280,direct_call,call 0x40b280,
0x0040b02f,0x0040b280,direct_call,call 0x40b280,
0x0040b045,0x0040b3e0,direct_call,call 0x40b3e0,
0x0040b07b,0x0040b280,direct_call,call 0x40b280,
0x0040b0ab,0x0040b280,direct_call,call 0x40b280,
0x0040b10b,0x0040b0a0,direct_call,call 0x40b0a0,
0x0040b13d,0x0040b280,direct_call,call 0x40b280,
0x0040b15a,0x0040b190,direct_call,call 0x40b190,
0x0040b16d,0x0040b280,direct_call,call 0x40b280,
0x0040b179,0x0040af10,direct_call,call 0x40af10,
0x0040b1a1,0x0040b120,direct_call,call 0x40b120,
0x0040b1b1,0x0040b280,direct_call,call 0x40b280,
0x0040b1bd,0x0040b070,direct_call,call 0x40b070,
0x0040b1d5,0x0056755d,immediate,push 0x56755d,
0x0040b202,0x0040c310,direct_call,call 0x40c310,
0x0040b20b,0x0040b730,direct_call,call 0x40b730,
0x0040b21a,0x0040bc60,direct_call,call 0x40bc60,
0x0040b227,0x0040baa0,direct_call,call 0x40baa0,
0x0040b238,0x0040afd0,direct_call,call 0x40afd0,
0x0040b247,0x0040bac0,direct_call,call 0x40bac0,
0x0040b24f,0x0040b9d0,direct_call,call 0x40b9d0,
0x0040b25f,0x0040b900,direct_call,call 0x40b900,
0x0040b275,0x005429ee,direct_call,call 0x5429ee,
0x0040b2ba,0x0040b280,direct_call,call 0x40b280,
0x0040b2cc,0x0040c420,direct_call,call 0x40c420,
0x0040b2d8,0x0040b2a0,direct_call,call 0x40b2a0,
0x0040b2e9,0x0040b2ed,immediate,je 0x40b2ed,
0x0040b2eb,0x0040b301,immediate,jmp 0x40b301,
0x0040b2f9,0x005408a2,direct_call,call 0x5408a2,
0x0040b2ff,0x0040b2c5,immediate,jmp 0x40b2c5,
0x0040b315,0x00567590,immediate,push 0x567590,
0x0040b33d,0x0040c080,direct_call,call 0x40c080,
0x0040b349,0x0040b0f0,direct_call,call 0x40b0f0,
0x0040b351,0x0040c300,direct_call,call 0x40c300,
0x0040b35d,0x0040b280,direct_call,call 0x40b280,
0x0040b366,0x0040b280,direct_call,call 0x40b280,
0x0040b375,0x0040b520,direct_call,call 0x40b520,
0x0040b37e,0x0040b280,direct_call,call 0x40b280,
0x0040b391,0x0040b530,direct_call,call 0x40b530,
0x0040b399,0x00540bdb,direct_call,call 0x540bdb,
0x0040b3a9,0x0040b920,direct_call,call 0x40b920,
0x0040b3c1,0x005429ee,direct_call,call 0x5429ee,
0x0040b3e5,0x005675cd,immediate,push 0x5675cd,
0x0040b410,0x0040c080,direct_call,call 0x40c080,
0x0040b419,0x0040b280,direct_call,call 0x40b280,
0x0040b428,0x0040b280,direct_call,call 0x40b280,
0x0040b43f,0x0040b550,direct_call,call 0x40b550,
0x0040b44e,0x0040b310,immediate,"mov dword ptr [ebp - 0x24], 0x40b310",
0x0040b461,0x0040c300,direct_call,call 0x40c300,
0x0040b46f,0x00547d1f,direct_call,call 0x547d1f,
0x0040b482,0x0040b48f,immediate,je 0x40b48f,
0x0040b487,0x0040c4e0,direct_call,call 0x40c4e0,
0x0040b48d,0x0040b4a1,immediate,jmp 0x40b4a1,
0x0040b49b,0x00540cef,direct_call,call 0x540cef,
0x0040b4ab,0x0040b920,direct_call,call 0x40b920,
0x0040b4c1,0x005429ee,direct_call,call 0x5429ee,
0x0040b55f,0x0054275d,direct_call,call 0x54275d,
0x0040b56e,0x0040b5a3,immediate,je 0x40b5a3,
0x0040b574,0x0040b280,direct_call,call 0x40b280,
0x0040b583,0x0040b280,direct_call,call 0x40b280,
0x0040b599,0x0040af40,direct_call,call 0x40af40,
0x0040b5a1,0x0040b5aa,immediate,jmp 0x40b5aa,
0x0040b5b1,0x0040b0f0,direct_call,call 0x40b0f0,
0x0040b5e4,0x0040b280,direct_call,call 0x40b280,
0x0040b5f5,0x0040b280,direct_call,call 0x40b280,
0x0040b608,0x0040b280,direct_call,call 0x40b280,
0x0040b61c,0x005429ee,direct_call,call 0x5429ee,
0x0040b63e,0x0040b670,direct_call,call 0x40b670,
0x0040b65e,0x0040b630,direct_call,call 0x40b630,
0x0040b6ba,0x0040b0d0,direct_call,call 0x40b0d0,
0x0040b6de,0x0040b650,direct_call,call 0x40b650,
0x0040b6fe,0x0040b630,direct_call,call 0x40b630,
0x0040b71e,0x0040b690,direct_call,call 0x40b690,
0x0040b744,0x0040c470,direct_call,call 0x40c470,
0x0040b76a,0x0040b780,direct_call,call 0x40b780,
0x0040b78c,0x0040b810,direct_call,call 0x40b810,
0x0040b79f,0x0040b710,direct_call,call 0x40b710,
0x0040b7c4,0x0040b6d0,direct_call,call 0x40b6d0,
0x0040b7d7,0x0040b6d0,direct_call,call 0x40b6d0,
0x0040b7e2,0x0040b6b0,direct_call,call 0x40b6b0,
0x0040b7f5,0x0040b6f0,direct_call,call 0x40b6f0,
0x0040b81c,0x0040b8e0,direct_call,call 0x40b8e0,
0x0040b835,0x0040b880,direct_call,call 0x40b880,
0x0040b868,0x0040b4d0,direct_call,call 0x40b4d0,
0x0040b8ab,0x0054275d,direct_call,call 0x54275d,
0x0040b8ba,0x0040b8c9,immediate,je 0x40b8c9,
0x0040b8bf,0x0040b7b0,direct_call,call 0x40b7b0,
0x0040b8c7,0x0040b8d0,immediate,jmp 0x40b8d0,
0x0040b90c,0x0040c660,direct_call,call 0x40c660,
0x0040b92f,0x0040b951,immediate,je 0x40b951,
0x0040b934,0x0040bda0,direct_call,call 0x40bda0,
0x0040b94b,0x0040bbe0,direct_call,call 0x40bbe0,
0x0040b96a,0x0040b980,direct_call,call 0x40b980,
0x0040b985,0x00567600,immediate,push 0x567600,
0x0040b9a9,0x0040bcf0,direct_call,call 0x40bcf0,
0x0040b9b2,0x0040b9d0,direct_call,call 0x40b9d0,
0x0040b9da,0x0040bff0,direct_call,call 0x40bff0,
0x0040b9e6,0x0040ba00,direct_call,call 0x40ba00,
0x0040b9ee,0x0040ba80,direct_call,call 0x40ba80,
0x0040ba15,0x0040ba7a,immediate,je 0x40ba7a,
0x0040ba27,0x0040c2d0,direct_call,call 0x40c2d0,
0x0040ba31,0x0040ba7a,immediate,jne 0x40ba7a,
0x0040ba40,0x0040c2d0,direct_call,call 0x40c2d0,
0x0040ba48,0x0040ba7a,immediate,jne 0x40ba7a,
0x0040ba56,0x0054278d,direct_call,call 0x54278d,
0x0040ba62,0x0040ba6d,immediate,jne 0x40ba6d,
0x0040ba6b,0x0040ba7a,immediate,jmp 0x40ba7a,
0x0040ba8a,0x0040c3f0,direct_call,call 0x40c3f0,
0x0040ba94,0x0040ba9c,immediate,je 0x40ba9c,
0x0040ba96,0x00547b87,direct_call,call 0x547b87,
0x0040baaf,0x0040c600,direct_call,call 0x40c600,
0x0040bacb,0x0040b280,direct_call,call 0x40b280,
0x0040bad6,0x0040badd,immediate,jne 0x40badd,
0x0040badb,0x0040bb18,immediate,jmp 0x40bb18,
0x0040bae0,0x0040bff0,direct_call,call 0x40bff0,
0x0040bae9,0x0040b280,direct_call,call 0x40b280,
0x0040baf5,0x0040bb60,direct_call,call 0x40bb60,
0x0040bb01,0x0040b280,direct_call,call 0x40b280,
0x0040bb10,0x0040bb20,direct_call,call 0x40bb20,
0x0040bb2d,0x0040b280,direct_call,call 0x40b280,
0x0040bb39,0x0040b850,direct_call,call 0x40b850,
0x0040bb48,0x0040c640,direct_call,call 0x40c640,
0x0040bb50,0x0040ba00,direct_call,call 0x40ba00,
0x0040bb6c,0x0040c3f0,direct_call,call 0x40c3f0,
0x0040bb76,0x0040bb7e,immediate,je 0x40bb7e,
0x0040bb78,0x00547b87,direct_call,call 0x547b87,
0x0040bb8e,0x0040b4f0,direct_call,call 0x40b4f0,
0x0040bbf5,0x0054278d,direct_call,call 0x54278d,
0x0040bc01,0x0040bc0c,immediate,jne 0x40bc0c,
0x0040bc0a,0x0040bc19,immediate,jmp 0x40bc19,
0x0040bc39,0x0040bc52,immediate,jbe 0x40bc52,
0x0040bc50,0x0040bc26,immediate,jmp 0x40bc26,
0x0040bc65,0x0056762d,immediate,push 0x56762d,
0x0040bc92,0x0040c310,direct_call,call 0x40c310,
0x0040bc9b,0x0040b730,direct_call,call 0x40b730,
0x0040bcaa,0x0040c3d0,direct_call,call 0x40c3d0,
0x0040bcb4,0x0040bcbf,immediate,je 0x40bcbf,
0x0040bcb9,0x0040c160,direct_call,call 0x40c160,
0x0040bcc9,0x0040b900,direct_call,call 0x40b900,
0x0040bcdf,0x005429ee,direct_call,call 0x5429ee,
0x0040bcf5,0x0056762d,immediate,push 0x56762d,
0x0040bd22,0x0040c310,direct_call,call 0x40c310,
0x0040bd2b,0x0040b730,direct_call,call 0x40b730,
0x0040bd3f,0x0040baa0,direct_call,call 0x40baa0,
0x0040bd48,0x0040c3d0,direct_call,call 0x40c3d0,
0x0040bd52,0x0040bd5d,immediate,je 0x40bd5d,
0x0040bd57,0x0040c340,direct_call,call 0x40c340,
0x0040bd67,0x0040b900,direct_call,call 0x40b900,
0x0040bd7d,0x005429ee,direct_call,call 0x5429ee,
0x0040bdce,0x0040c420,direct_call,call 0x40c420,
0x0040bddf,0x0040bdf2,immediate,je 0x40bdf2,
0x0040bde5,0x0040be1b,immediate,je 0x40be1b,
0x0040bdeb,0x0040be4e,immediate,je 0x40be4e,
0x0040bded,0x0040be77,immediate,jmp 0x40be77,
0x0040be06,0x0040c140,direct_call,call 0x40c140,
0x0040be10,0x0040be17,immediate,je 0x40be17,
0x0040be15,0x0040be82,immediate,jmp 0x40be82,
0x0040be19,0x0040be7d,immediate,jmp 0x40be7d,
0x0040be32,0x0040c140,direct_call,call 0x40c140,
0x0040be3c,0x0040be42,immediate,jne 0x40be42,
0x0040be40,0x0040be7d,immediate,jmp 0x40be7d,
0x0040be5d,0x0040c680,direct_call,call 0x40c680,
0x0040be6d,0x0040c420,direct_call,call 0x40c420,
0x0040be75,0x0040be7d,immediate,jmp 0x40be7d,
0x0040be77,0x00547b43,direct_call,call 0x547b43,
0x0040be7d,0x0040bdd6,immediate,jmp 0x40bdd6,
0x0040be87,0x005429ee,direct_call,call 0x5429ee,
0x0040bea5,0x00567660,immediate,push 0x567660,
0x0040bed8,0x0040c280,direct_call,call 0x40c280,
0x0040bee0,0x0040bee9,immediate,je 0x40bee9,
0x0040bee4,0x0040bf9c,immediate,jmp 0x40bf9c,
0x0040bee9,0x00540a27,direct_call,call 0x540a27,
0x0040befa,0x0040bdb0,direct_call,call 0x40bdb0,
0x0040bf14,0x0040c590,direct_call,call 0x40c590,
0x0040bf1f,0x0040c4b0,direct_call,call 0x40c4b0,
0x0040bf29,0x0040bf42,immediate,jne 0x40bf42,
0x0040bf39,0x0040bfb0,direct_call,call 0x40bfb0,
0x0040bf40,0x0040bf9c,immediate,jmp 0x40bf9c,
0x0040bf54,0x0040b4d0,direct_call,call 0x40b4d0,
0x0040bf63,0x0040bf6f,immediate,je 0x40bf6f,
0x0040bf7f,0x0040bfb0,direct_call,call 0x40bfb0,
0x0040bf97,0x0040bef4,immediate,jmp 0x40bef4,
0x0040bfc8,0x0040c1e0,direct_call,call 0x40c1e0,
0x0040bfd9,0x0040bfe4,immediate,jne 0x40bfe4,
0x0040bfde,0x0040c4b0,direct_call,call 0x40c4b0,
0x0040bff5,0x00567600,immediate,push 0x567600,
0x0040c019,0x0040c3f0,direct_call,call 0x40c3f0,
0x0040c023,0x0040c039,immediate,je 0x40c039,
0x0040c02b,0x0040c510,direct_call,call 0x40c510,
0x0040c033,0x0040c360,direct_call,call 0x40c360,
0x0040c061,0x0040c076,immediate,jne 0x40c076,
0x0040c074,0x0040c078,immediate,jmp 0x40c078,
0x0040c091,0x00544760,direct_call,call 0x544760,
0x0040c0b9,0x0040b2a0,direct_call,call 0x40b2a0,
0x0040c0c8,0x0040c6b0,direct_call,call 0x40c6b0,
0x0040c0d7,0x0040b2a0,direct_call,call 0x40b2a0,
0x0040c0e5,0x0040b280,direct_call,call 0x40b280,
0x0040c0fe,0x0040c104,immediate,jne 0x40c104,
0x0040c102,0x0040c121,immediate,jmp 0x40c121,
0x0040c10e,0x0040b280,direct_call,call 0x40b280,
0x0040c117,0x00543e20,direct_call,call 0x543e20,
0x0040c128,0x005429ee,direct_call,call 0x5429ee,
0x0040c154,0x0040c0a0,direct_call,call 0x40c0a0,
0x0040c16a,0x0040c180,direct_call,call 0x40c180,
0x0040c18c,0x0040c3f0,direct_call,call 0x40c3f0,
0x0040c196,0x0040c1a0,immediate,jne 0x40c1a0,
0x0040c19a,0x00540cef,direct_call,call 0x540cef,
0x0040c1aa,0x00540a0f,direct_call,call 0x540a0f,
0x0040c1b4,0x0040c1be,immediate,je 0x40c1be,
0x0040c1b8,0x00540cef,direct_call,call 0x540cef,
0x0040c1f8,0x0040c6b0,direct_call,call 0x40c6b0,
0x0040c204,0x0040b2a0,direct_call,call 0x40b2a0,
0x0040c212,0x0040b280,direct_call,call 0x40b280,
0x0040c228,0x005429ee,direct_call,call 0x5429ee,
0x0040c24e,0x0040c6b0,direct_call,call 0x40c6b0,
0x0040c25d,0x0040b280,direct_call,call 0x40b280,
0x0040c28e,0x0040c6b0,direct_call,call 0x40c6b0,
0x0040c29d,0x0040b280,direct_call,call 0x40b280,
0x0040c2b5,0x0040c2ad,immediate,jne 0x40c2ad,
0x0040c2df,0x0040be90,direct_call,call 0x40be90,
0x0040c2eb,0x0040c240,direct_call,call 0x40c240,
0x0040c326,0x0040bbc0,direct_call,call 0x40bbc0,
0x0040c34a,0x0040c360,direct_call,call 0x40c360,
0x0040c36c,0x0040c3f0,direct_call,call 0x40c3f0,
0x0040c376,0x0040c380,immediate,jne 0x40c380,
0x0040c37a,0x00540cef,direct_call,call 0x540cef,
0x0040c380,0x00540a27,direct_call,call 0x540a27,
0x0040c38b,0x0040c395,immediate,jne 0x40c395,
0x0040c38f,0x00540cef,direct_call,call 0x540cef,
0x0040c3a1,0x00540a2d,direct_call,call 0x540a2d,
0x0040c3ab,0x0040c3b5,immediate,je 0x40c3b5,
0x0040c3af,0x00540cef,direct_call,call 0x540cef,
0x0040c3da,0x0040c3f0,direct_call,call 0x40c3f0,
0x0040c400,0x0040c40b,immediate,je 0x40c40b,
0x0040c409,0x0040c412,immediate,jmp 0x40c412,
0x0040c437,0x0040b280,direct_call,call 0x40b280,
0x0040c44e,0x0040bd90,direct_call,call 0x40bd90,
0x0040c45a,0x0040c45d,immediate,je 0x40c45d,
0x0040c465,0x005429ee,direct_call,call 0x5429ee,
0x0040c47a,0x0040bda0,direct_call,call 0x40bda0,
0x0040c480,0x00540a7c,direct_call,call 0x540a7c,
0x0040c48a,0x0040c494,immediate,je 0x40c494,
0x0040c48e,0x00540cef,direct_call,call 0x540cef,
0x0040c497,0x0040c050,direct_call,call 0x40c050,
0x0040c4a1,0x0040c4ab,immediate,jne 0x40c4ab,
0x0040c4a5,0x00540cef,direct_call,call 0x540cef,
0x0040c4bd,0x0040b280,direct_call,call 0x40b280,
0x0040c4cc,0x005407e6,direct_call,call 0x5407e6,
0x0040c4f8,0x0040b4d0,direct_call,call 0x40b4d0,
0x0040c525,0x0040c53f,immediate,je 0x40c53f,
0x0040c52a,0x0040bea0,direct_call,call 0x40bea0,
0x0040c534,0x0040c53f,immediate,je 0x40c53f,
0x0040c53d,0x0040c546,immediate,jmp 0x40c546,
0x0040c55d,0x0040b280,direct_call,call 0x40b280,
0x0040c56c,0x0040b2a0,direct_call,call 0x40b2a0,
0x0040c59d,0x0040b280,direct_call,call 0x40b280,
0x0040c5ac,0x0040b2a0,direct_call,call 0x40b2a0,
0x0040c5bb,0x0040bd90,direct_call,call 0x40bd90,
0x0040c5c7,0x0040c5d3,immediate,jne 0x40c5d3,
0x0040c5d1,0x0040c5f1,immediate,jmp 0x40c5f1,
0x0040c5d7,0x0040c5e4,immediate,jne 0x40c5e4,
0x0040c5e2,0x0040c5f1,immediate,jmp 0x40c5f1,
0x0040c5eb,0x0040c550,direct_call,call 0x40c550,
0x0040c60d,0x0040b280,direct_call,call 0x40b280,
0x0040c61c,0x0040b290,direct_call,call 0x40b290,
0x0040c64f,0x0040b5d0,direct_call,call 0x40b5d0,
0x0040c66a,0x0040bda0,direct_call,call 0x40bda0,
0x0040c670,0x00540a8d,direct_call,call 0x540a8d,
0x0040c68f,0x0040b2a0,direct_call,call 0x40b2a0,
0x0040c69c,0x0040b2b0,direct_call,call 0x40b2b0,
0x0040c6ca,0x0040bda0,direct_call,call 0x40bda0,
0x0040c6d2,0x0040d9b0,direct_call,call 0x40d9b0,
0x0040c6fb,0x0040b280,direct_call,call 0x40b280,
0x0040c706,0x0040d9b0,direct_call,call 0x40d9b0,
0x0040c73b,0x0040cdf0,direct_call,call 0x40cdf0,
0x0040c75e,0x0040d720,direct_call,call 0x40d720,
0x0040c777,0x0040c77d,immediate,jne 0x40c77d,
0x0040c77b,0x0040c7ba,immediate,jmp 0x40c7ba,
0x0040c77d,0x00411170,direct_call,call 0x411170,
0x0040c787,0x0040c797,immediate,je 0x40c797,
0x0040c78d,0x0040eca0,direct_call,call 0x40eca0,
0x0040c795,0x0040c7ba,immediate,jmp 0x40c7ba,
0x0040c79e,0x0040c7ae,immediate,jb 0x40c7ae,
0x0040c7a4,0x0040c920,direct_call,call 0x40c920,
0x0040c7ac,0x0040c7ba,immediate,jmp 0x40c7ba,
0x0040c7b2,0x0040eca0,direct_call,call 0x40eca0,
0x0040c7cc,0x0040fb10,direct_call,call 0x40fb10,
0x0040c7ec,0x0040fb40,direct_call,call 0x40fb40,
0x0040c822,0x0040c7c0,direct_call,call 0x40c7c0,
0x0040c82d,0x00411170,direct_call,call 0x411170,
0x0040c837,0x0040c875,immediate,je 0x40c875,
0x0040c83d,0x0040b280,direct_call,call 0x40b280,
0x0040c84f,0x0040c85a,immediate,jmp 0x40c85a,
0x0040c862,0x0040c875,immediate,jae 0x40c875,
0x0040c86b,0x0040d790,direct_call,call 0x40d790,
0x0040c873,0x0040c851,immediate,jmp 0x40c851,
0x0040c8b2,0x0040c7e0,direct_call,call 0x40c7e0,
0x0040c8bd,0x00411170,direct_call,call 0x411170,
0x0040c8c7,0x0040c908,immediate,je 0x40c908,
0x0040c8cd,0x0040b280,direct_call,call 0x40b280,
0x0040c8df,0x0040c8ea,immediate,jmp 0x40c8ea,
0x0040c8f2,0x0040c908,immediate,jae 0x40c908,
0x0040c8fe,0x0040d800,direct_call,call 0x40d800,
0x0040c906,0x0040c8e1,immediate,jmp 0x40c8e1,
0x0040c935,0x0040c93d,immediate,ja 0x40c93d,
0x0040c937,0x0040f880,direct_call,call 0x40f880,
0x0040c941,0x0040eca0,direct_call,call 0x40eca0,
0x0040c950,0x0040c962,immediate,jne 0x40c962,
0x0040c95c,0x005480cc,direct_call,call 0x5480cc,
