file_offset,va,encoding,text
0x001727fc,0x00573dfc,ascii,st07r1.msg
0x00172808,0x00573e08,ascii,st07r2.msg
0x00172814,0x00573e14,ascii,st07r3.msg
0x00172820,0x00573e20,ascii,st07r4.msg
0x0017282c,0x00573e2c,ascii,st07r5.msg
0x00172838,0x00573e38,ascii,st07r6.msg
0x00172844,0x00573e44,ascii,st07r7.msg
0x00172850,0x00573e50,ascii,st07m0.msg
0x0017285c,0x00573e5c,ascii,st07m1.msg
0x00172868,0x00573e68,ascii,st07m2.msg
0x00172874,0x00573e74,ascii,st07m3.msg
0x00172880,0x00573e80,ascii,st07m4.msg
0x0017288c,0x00573e8c,ascii,st07m5.msg
0x00172898,0x00573e98,ascii,st07m6.msg
0x001728a4,0x00573ea4,ascii,st07m7.msg
0x001728b0,0x00573eb0,ascii,st07logo.anm
0x001728d0,0x00573ed0,ascii,initialize StageClearInf
0x001728ec,0x00573eec,ascii,shutdown StageClearInf
0x00172908,0x00573f08,ascii,D:\cygwin\home\zun\prog\th20\src\game\stageclear.cpp:89 StageClearInf
0x00172a40,0x00574040,ascii,StoneR
0x00172a48,0x00574048,ascii,StoneB
0x00172a50,0x00574050,ascii,StoneY
0x00172a58,0x00574058,ascii,StoneG
0x00172a60,0x00574060,ascii,StoneAttackLevel_R1
0x00172a74,0x00574074,ascii,StoneAttackLevel_R2
0x00172a88,0x00574088,ascii,StoneAttackLevel_R3
0x00172a9c,0x0057409c,ascii,StoneAttackLevel_R4
0x00172ab0,0x005740b0,ascii,StoneAttackLevel_R5
0x00172ac4,0x005740c4,ascii,StoneAttackLevel_B1
0x00172ad8,0x005740d8,ascii,StoneAttackLevel_B2
0x00172aec,0x005740ec,ascii,StoneAttackLevel_B3
0x00172b00,0x00574100,ascii,StoneAttackLevel_B4
0x00172b14,0x00574114,ascii,StoneAttackLevel_B5
0x00172b28,0x00574128,ascii,StoneAttackLevel_Y1
0x00172b3c,0x0057413c,ascii,StoneAttackLevel_Y2
0x00172b50,0x00574150,ascii,StoneAttackLevel_Y3
0x00172b64,0x00574164,ascii,StoneAttackLevel_Y4
0x00172b78,0x00574178,ascii,StoneAttackLevel_Y5
0x00172b8c,0x0057418c,ascii,StoneAttackLevel_G1
0x00172ba0,0x005741a0,ascii,StoneAttackLevel_G2
0x00172bb4,0x005741b4,ascii,StoneAttackLevel_G3
0x00172bc8,0x005741c8,ascii,StoneAttackLevel_G4
0x00172bdc,0x005741dc,ascii,StoneAttackLevel_G5
0x00172bf0,0x005741f0,ascii,D:\cygwin\home\zun\prog\th20\src\game\stoneenemy.cpp:67 StoneEnemyCtrlInf
0x00172c40,0x00574240,ascii,D:\cygwin\home\zun\prog\th20\src\game\stoneenemy.cpp:76 StoneEnemyInf
0x00172c88,0x00574288,ascii,Wonder Stone Appeared!
0x00172ca0,0x005742a0,ascii,Level 
0x00172ca8,0x005742a8,ascii,enemy
0x00172fc4,0x005745c4,ascii,REIMU_MAIN_RED
0x00172fd4,0x005745d4,ascii,REIMU_WIDE_RED
0x00172fe4,0x005745e4,ascii,REIMU_NARROW_RED
0x00172ff8,0x005745f8,ascii,REIMU_SUB_RED
0x00173008,0x00574608,ascii,REIMU_MAIN_RED2
0x00173018,0x00574618,ascii,REIMU_WIDE_RED2
0x00173028,0x00574628,ascii,REIMU_NARROW_RED2
0x0017303c,0x0057463c,ascii,REIMU_SUB_RED2
0x0017304c,0x0057464c,ascii,REIMU_MAIN_BLUE
0x0017305c,0x0057465c,ascii,REIMU_WIDE_BLUE
0x0017306c,0x0057466c,ascii,REIMU_NARROW_BLUE
0x00173080,0x00574680,ascii,REIMU_SUB_BLUE
0x00173090,0x00574690,ascii,REIMU_MAIN_BLUE2
0x001730a4,0x005746a4,ascii,REIMU_WIDE_BLUE2
0x001730b8,0x005746b8,ascii,REIMU_NARROW_BLUE2
0x001730cc,0x005746cc,ascii,REIMU_SUB_BLUE2
0x001730dc,0x005746dc,ascii,REIMU_MAIN_YELLOW
0x001730f0,0x005746f0,ascii,REIMU_WIDE_YELLOW
0x00173104,0x00574704,ascii,REIMU_NARROW_YELLOW
0x00173118,0x00574718,ascii,REIMU_SUB_YELLOW
0x0017312c,0x0057472c,ascii,REIMU_MAIN_YELLOW2
0x00173140,0x00574740,ascii,REIMU_WIDE_YELLOW2
0x00173154,0x00574754,ascii,REIMU_NARROW_YELLOW2
0x0017316c,0x0057476c,ascii,REIMU_SUB_YELLOW2
0x00173180,0x00574780,ascii,REIMU_MAIN_GREEN
0x00173194,0x00574794,ascii,REIMU_WIDE_GREEN
0x001731a8,0x005747a8,ascii,REIMU_NARROW_GREEN
0x001731bc,0x005747bc,ascii,REIMU_SUB_GREEN
0x001731cc,0x005747cc,ascii,REIMU_MAIN_GREEN2
0x001731e0,0x005747e0,ascii,REIMU_WIDE_GREEN2
0x001731f4,0x005747f4,ascii,REIMU_NARROW_GREEN2
0x00173208,0x00574808,ascii,REIMU_SUB_GREEN2
0x0017321c,0x0057481c,ascii,REIMU_MAIN_COMMON
0x00173230,0x00574830,ascii,REIMU_WIDE_COMMON
0x00173244,0x00574844,ascii,REIMU_NARROW_COMMON
0x00173258,0x00574858,ascii,REIMU_SUB_COMMON
0x0017326c,0x0057486c,ascii,MARISA_MAIN_RED
0x0017327c,0x0057487c,ascii,MARISA_WIDE_RED
0x0017328c,0x0057488c,ascii,MARISA_NARROW_RED
0x001732a0,0x005748a0,ascii,MARISA_SUB_RED
0x001732b0,0x005748b0,ascii,MARISA_MAIN_RED2
0x001732c4,0x005748c4,ascii,MARISA_WIDE_RED2
0x001732d8,0x005748d8,ascii,MARISA_NARROW_RED2
0x001732ec,0x005748ec,ascii,MARISA_SUB_RED2
0x001732fc,0x005748fc,ascii,MARISA_MAIN_BLUE
0x00173310,0x00574910,ascii,MARISA_WIDE_BLUE
0x00173324,0x00574924,ascii,MARISA_NARROW_BLUE
0x00173338,0x00574938,ascii,MARISA_SUB_BLUE
0x00173348,0x00574948,ascii,MARISA_MAIN_BLUE2
0x0017335c,0x0057495c,ascii,MARISA_WIDE_BLUE2
0x00173370,0x00574970,ascii,MARISA_NARROW_BLUE2
0x00173384,0x00574984,ascii,MARISA_SUB_BLUE2
0x00173398,0x00574998,ascii,MARISA_MAIN_YELLOW
0x001733ac,0x005749ac,ascii,MARISA_WIDE_YELLOW
0x001733c0,0x005749c0,ascii,MARISA_NARROW_YELLOW
0x001733d8,0x005749d8,ascii,MARISA_SUB_YELLOW
0x001733ec,0x005749ec,ascii,MARISA_MAIN_YELLOW2
0x00173400,0x00574a00,ascii,MARISA_WIDE_YELLOW2
0x00173414,0x00574a14,ascii,MARISA_NARROW_YELLOW2
0x0017342c,0x00574a2c,ascii,MARISA_SUB_YELLOW2
0x00173440,0x00574a40,ascii,MARISA_MAIN_GREEN
0x00173454,0x00574a54,ascii,MARISA_WIDE_GREEN
0x00173468,0x00574a68,ascii,MARISA_NARROW_GREEN
0x0017347c,0x00574a7c,ascii,MARISA_SUB_GREEN
0x00173490,0x00574a90,ascii,MARISA_MAIN_GREEN2
0x001734a4,0x00574aa4,ascii,MARISA_WIDE_GREEN2
0x001734b8,0x00574ab8,ascii,MARISA_NARROW_GREEN2
0x001734d0,0x00574ad0,ascii,MARISA_SUB_GREEN2
0x001734e4,0x00574ae4,ascii,MARISA_MAIN_COMMON
0x001734f8,0x00574af8,ascii,MARISA_WIDE_COMMON
0x0017350c,0x00574b0c,ascii,MARISA_NARROW_COMMON
0x00173524,0x00574b24,ascii,MARISA_SUB_COMMON
0x00173538,0x00574b38,ascii,REIMU_MAIN_RED_EX
0x0017354c,0x00574b4c,ascii,REIMU_MAIN_RED2_EX
0x00173560,0x00574b60,ascii,REIMU_MAIN_BLUE_EX
0x00173574,0x00574b74,ascii,REIMU_MAIN_BLUE2_EX
0x00173588,0x00574b88,ascii,REIMU_MAIN_YELLOW_EX
0x001735a0,0x00574ba0,ascii,REIMU_MAIN_YELLOW2_EX
0x001735b8,0x00574bb8,ascii,REIMU_MAIN_GREEN_EX
0x001735cc,0x00574bcc,ascii,REIMU_MAIN_GREEN2_EX
0x001735e4,0x00574be4,ascii,MARISA_MAIN_RED_EX
0x001735f8,0x00574bf8,ascii,MARISA_MAIN_RED2_EX
0x0017360c,0x00574c0c,ascii,MARISA_MAIN_BLUE_EX
0x00173620,0x00574c20,ascii,MARISA_MAIN_BLUE2_EX
0x00173638,0x00574c38,ascii,MARISA_MAIN_YELLOW_EX
0x00173650,0x00574c50,ascii,MARISA_MAIN_YELLOW2_EX
0x00173668,0x00574c68,ascii,MARISA_MAIN_GREEN_EX
0x00173680,0x00574c80,ascii,MARISA_MAIN_GREEN2_EX
0x001736b4,0x00574cb4,ascii,iostream
0x001736c0,0x00574cc0,ascii,iostream stream error
0x0017372c,0x00574d2c,ascii,ios_base::badbit set
0x00173744,0x00574d44,ascii,ios_base::failbit set
0x0017375c,0x00574d5c,ascii,ios_base::eofbit set
0x0017382c,0x00574e2c,ascii,initialize StoneMenuInf
0x00173848,0x00574e48,ascii,stone.anm
0x00173854,0x00574e54,ascii,stonetext.txt
0x00173864,0x00574e64,ascii,shitdown StoneMenuInf
0x00173880,0x00574e80,ascii,D:\cygwin\home\zun\prog\th20\src\game\stonemenu.cpp:302 StoneMenuInf
0x001739cc,0x00574fcc,ascii,initialize TitleInf
0x001739e4,0x00574fe4,ascii,title
0x001739ec,0x00574fec,ascii,title.anm
0x001739f8,0x00574ff8,ascii,title_v.anm
0x00173a04,0x00575004,ascii,shutdown TitleInf
0x00173a18,0x00575018,ascii,D:\cygwin\home\zun\prog\th20\src\game\title.cpp:219 TitleInf
0x00173a58,0x00575058,ascii,demo/demo1.rpy
0x00173a68,0x00575068,ascii,demo/demo2.rpy
0x00173a78,0x00575078,ascii,demo/demo3.rpy
0x00173a88,0x00575088,ascii,demo/demo4.rpy
0x00173a98,0x00575098,ascii,th20_01
0x00173ac8,0x005750c8,ascii,Game Start
0x00173ad4,0x005750d4,ascii,Extra Start
0x00173ae0,0x005750e0,ascii,Practice
0x00173aec,0x005750ec,ascii,Spell Practice
0x00173afc,0x005750fc,ascii,Replay
0x00173b04,0x00575104,ascii,Player Data
0x00173b10,0x00575110,ascii,Music Room
0x00173b1c,0x0057511c,ascii,Manual
0x00173b24,0x00575124,ascii,---------
0x00173b30,0x00575130,ascii,%.7d0
0x00173b38,0x00575138,ascii,th20_ud????.rpy
0x00173b48,0x00575148,ascii,No.%.2d %s %.2d/%.2d/%.2d %.2d:%.2d %s %s %s %s %2.1f%%
0x00173b80,0x00575180,ascii,No.%.2d -------- --/--/-- --:-- ------ ------- ------- --- ---%%
0x00173bc4,0x005751c4,ascii,%s  %s %.2d/%.2d/%.2d %.2d:%.2d %s %s %s%s %s %2.1f%%
0x00173bfc,0x005751fc,ascii,User  -------- --/--/-- --:-- ------ ------- ------- --- ---%%
0x00173c3c,0x0057523c,ascii,No.%.2d %s %.2d/%.2d/%.2d %.2d:%.2d %s %s SpellPr %3d %2.1f%%
0x00173c7c,0x0057527c,ascii,%s  ---------
0x00173c8c,0x0057528c,ascii,%s  %8llu%d
0x00173cc8,0x005752c8,ascii,%2d  %s  %9llu%d  %.4d/%.2d/%.2d %.2d:%.2d  %s  %2.1f%%
0x00173d00,0x00575300,ascii,%2d  %s  %9llu%d  ----/--/-- --:--  Stage -  ---%%
0x00173d38,0x00575338,ascii,No.%s%s%s   %s
0x00173d48,0x00575348,ascii,%4d/%4d
0x00173d50,0x00575350,ascii,No.%s%s%s   
0x00173d88,0x00575388,ascii,    %5d
0x00173d90,0x00575390,ascii,%3lld:%.2lld:%.2lld
0x00173da8,0x005753a8,ascii,No.%.2d %s %.2d/%.2d/%.2d %.2d:%.2d %s %s %s %2.1f%%
0x00173de0,0x005753e0,ascii,musiccmt.txt
0x00173f08,0x00575508,ascii,No.%2d  
0x00173f28,0x00575528,ascii, No.%3d  %s
0x00173f5c,0x0057555c,ascii, No.%3d  
0x00173f7c,0x0057557c,ascii,SCORE %8llu0  %4d/%4d
0x00173f94,0x00575594,ascii,GAME MODE        %4d/%4d
0x00173fb0,0x005755b0,ascii,SCORE        00  ----/----
0x00174010,0x00575610,ascii,D:\cygwin\home\zun\prog\th20\src\game\title.cpp:5302 RenderMeshInf
0x001740a4,0x005756a4,ascii,invalid stoi argument
0x001740bc,0x005756bc,ascii,stoi argument out of range
0x001740e8,0x005756e8,ascii,initialize TrophyInf
0x00174100,0x00575700,ascii,trophy.anm
0x0017410c,0x0057570c,ascii,shutdown TrophyInf
0x00174120,0x00575720,ascii,D:\cygwin\home\zun\prog\th20\src\game\trophy.cpp:92 TrophyMsgInf
0x00174164,0x00575764,ascii,trophy.txt
0x00174170,0x00575770,ascii,D:\cygwin\home\zun\prog\th20\src\game\trophy.cpp:181 TrophyInf
0x001741c4,0x005757c4,ascii,trophy
0x00174308,0x00575908,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponblue.cpp:39 StoneBlueReimuInf
0x001743d0,0x005759d0,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponblue2.cpp:51 StoneBlueReimu2Inf
0x001744a0,0x00575aa0,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponblue2_m.cpp:52 StoneBlueMarisa2Inf
0x00174570,0x00575b70,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponblue_m.cpp:39 StoneBlueMarisaInf
0x00174640,0x00575c40,ascii,D:\cygwin\home\zun\prog\th20\src\game\weapongreen.cpp:59 StoneGreenReimuInf
0x00174708,0x00575d08,ascii,D:\cygwin\home\zun\prog\th20\src\game\weapongreen2.cpp:73 StoneGreenReimu2Inf
0x001747d8,0x00575dd8,ascii,D:\cygwin\home\zun\prog\th20\src\game\weapongreen2_m.cpp:72 StoneGreenMarisa2Inf
0x001748a8,0x00575ea8,ascii,D:\cygwin\home\zun\prog\th20\src\game\weapongreen_m.cpp:59 StoneGreenMarisaInf
0x00174978,0x00575f78,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponred.cpp:42 StoneRedReimuInf
0x00174a40,0x00576040,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponred2.cpp:35 StoneRedReimu2Inf
0x00174b08,0x00576108,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponred2_m.cpp:36 StoneRedMarisa2Inf
0x00174bd8,0x005761d8,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponred_m.cpp:37 StoneRedMarisaInf
0x00174c34,0x00576234,ascii,initialize WeaponStoneInf
0x00174c50,0x00576250,ascii,aura.anm
0x00174c5c,0x0057625c,ascii,shitdown WeaponStoneInf
0x00174c78,0x00576278,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponstone.cpp:256 WeaponStoneInf
0x00174cd0,0x005762d0,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponstone.cpp:482 RenderMeshInf
0x00174d18,0x00576318,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponstone.cpp:652 RenderMeshInf
0x00174de0,0x005763e0,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow.cpp:71 StoneYellowReimuInf
0x00174eb0,0x005764b0,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow2.cpp:81 StoneYellowReimu2Inf
0x00174fd0,0x005765d0,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow2_m.cpp:81 StoneYellowMarisa2Inf
0x001750f8,0x005766f8,ascii,D:\cygwin\home\zun\prog\th20\src\game\weaponyellow_m.cpp:72 StoneYellowMarisaInf
0x00175198,0x00576798,ascii,D:\cygwin\home\zun\prog\th20\src\pack\File.cpp:162 void
0x001751ec,0x005767ec,ascii,D:\cygwin\home\zun\prog\th20\src\pack\LzssUtil.cpp:57 BYTE
0x00175228,0x00576828,ascii,D:\cygwin\home\zun\prog\th20\src\pack\LzssUtil.cpp:202 BYTE
0x00175264,0x00576864,ascii,info : CurrentDirectory %s 
0x00175284,0x00576884,ascii,info : %s open arcfile
0x001752a0,0x005768a0,ascii,D:\cygwin\home\zun\prog\th20\src\pack\_ArcMngr.cpp:78 File
0x001752dc,0x005768dc,ascii,info : %s not found
0x001752f4,0x005768f4,ascii,info : %s close arcfile
0x00175310,0x00576910,ascii,D:\cygwin\home\zun\prog\th20\src\pack\_ArcMngr.cpp:173 BYTE
0x0017534c,0x0057694c,ascii,info : %s error
0x00175360,0x00576960,ascii,D:\cygwin\home\zun\prog\th20\src\pack\_ArcMngr.cpp:344 void
0x001753a0,0x005769a0,ascii,D:\cygwin\home\zun\prog\th20\src\pack\_ArcMngr.cpp:385 ARCFILE_INFO
0x001753e4,0x005769e4,ascii,D:\cygwin\home\zun\prog\th20\src\pack\_ArcMngr.cpp:422 char
0x00175420,0x00576a20,ascii, error : 
0x00175440,0x00576a40,ascii,D:\cygwin\home\zun\prog\th20\src\script\sptcmd.cpp:1013 SptBaseInf
0x00175488,0x00576a88,ascii,D:\cygwin\home\zun\prog\th20\src\script\sptcmd.cpp:1014 LinkInf<SptBaseInf*>
0x001754d8,0x00576ad8,ascii,error : Spt FileHeader ID error
0x001754fc,0x00576afc,ascii,error : Spt FileHeader Version error
0x00175524,0x00576b24,ascii,Script stack over
0x00175638,0x00576c38,utf-16le,api-ms-win-core-synch-l1-2-0.dll
0x0017567c,0x00576c7c,ascii,WaitOnAddress
0x0017568c,0x00576c8c,ascii,WakeByAddressSingle
0x001756a0,0x00576ca0,ascii,WakeByAddressAll
0x001756ec,0x00576cec,ascii,device or resource busy
0x00175704,0x00576d04,ascii,invalid argument
0x00175718,0x00576d18,ascii,no such process
0x00175728,0x00576d28,ascii,not enough memory
0x0017573c,0x00576d3c,ascii,operation not permitted
0x00175754,0x00576d54,ascii,resource deadlock would occur
0x00175774,0x00576d74,ascii,resource unavailable try again
0x00175794,0x00576d94,ascii,bad allocation
0x001757b0,0x00576db0,ascii,bad function call
0x001758f8,0x00576ef8,utf-16le,!x-sys-default-locale
0x00175e40,0x00577440,ascii,success
0x00175e48,0x00577448,ascii,address family not supported
0x00175e68,0x00577468,ascii,address in use
0x00175e78,0x00577478,ascii,address not available
0x00175e90,0x00577490,ascii,already connected
0x00175ea4,0x005774a4,ascii,argument list too long
0x00175ebc,0x005774bc,ascii,argument out of domain
0x00175ed4,0x005774d4,ascii,bad address
0x00175ee0,0x005774e0,ascii,bad file descriptor
0x00175ef4,0x005774f4,ascii,bad message
0x00175f00,0x00577500,ascii,broken pipe
0x00175f0c,0x0057750c,ascii,connection aborted
0x00175f20,0x00577520,ascii,connection already in progress
0x00175f40,0x00577540,ascii,connection refused
0x00175f54,0x00577554,ascii,connection reset
0x00175f68,0x00577568,ascii,cross device link
0x00175f7c,0x0057757c,ascii,destination address required
0x00175f9c,0x0057759c,ascii,directory not empty
0x00175fb0,0x005775b0,ascii,executable format error
0x00175fc8,0x005775c8,ascii,file exists
0x00175fd4,0x005775d4,ascii,file too large
0x00175fe4,0x005775e4,ascii,filename too long
0x00175ff8,0x005775f8,ascii,function not supported
0x00176010,0x00577610,ascii,host unreachable
0x00176024,0x00577624,ascii,identifier removed
0x00176038,0x00577638,ascii,illegal byte sequence
0x00176050,0x00577650,ascii,inappropriate io control operation
0x00176074,0x00577674,ascii,interrupted
0x00176080,0x00577680,ascii,invalid seek
0x00176090,0x00577690,ascii,io error
0x0017609c,0x0057769c,ascii,is a directory
0x001760ac,0x005776ac,ascii,message size
0x001760bc,0x005776bc,ascii,network down
0x001760cc,0x005776cc,ascii,network reset
0x001760dc,0x005776dc,ascii,network unreachable
0x001760f0,0x005776f0,ascii,no buffer space
0x00176100,0x00577700,ascii,no child process
0x00176114,0x00577714,ascii,no link
0x0017611c,0x0057771c,ascii,no lock available
0x00176130,0x00577730,ascii,no message available
0x00176148,0x00577748,ascii,no message
0x00176154,0x00577754,ascii,no protocol option
0x00176168,0x00577768,ascii,no space on device
0x0017617c,0x0057777c,ascii,no stream resources
0x00176190,0x00577790,ascii,no such device or address
0x001761ac,0x005777ac,ascii,no such device
0x001761bc,0x005777bc,ascii,no such file or directory
0x001761d8,0x005777d8,ascii,not a directory
0x001761e8,0x005777e8,ascii,not a socket
0x001761f8,0x005777f8,ascii,not a stream
0x00176208,0x00577808,ascii,not connected
0x00176218,0x00577818,ascii,not supported
0x00176228,0x00577828,ascii,operation canceled
0x0017623c,0x0057783c,ascii,operation in progress
0x00176254,0x00577854,ascii,operation not supported
0x0017626c,0x0057786c,ascii,operation would block
0x00176284,0x00577884,ascii,owner dead
0x00176290,0x00577890,ascii,permission denied
0x001762a4,0x005778a4,ascii,protocol error
0x001762b4,0x005778b4,ascii,protocol not supported
0x001762cc,0x005778cc,ascii,read only file system
0x001762e4,0x005778e4,ascii,result out of range
0x001762f8,0x005778f8,ascii,state not recoverable
0x00176310,0x00577910,ascii,stream timeout
0x00176320,0x00577920,ascii,text file busy
0x00176330,0x00577930,ascii,timed out
0x0017633c,0x0057793c,ascii,too many files open in system
0x0017635c,0x0057795c,ascii,too many files open
0x00176370,0x00577970,ascii,too many links
0x00176380,0x00577980,ascii,too many symbolic link levels
0x001763a0,0x005779a0,ascii,value too large
0x001763b0,0x005779b0,ascii,wrong protocol type
0x001763c4,0x005779c4,ascii,unknown error
0x001763d4,0x005779d4,utf-16le,kernel32.dll
0x001763f0,0x005779f0,ascii,GetTempPath2W
0x00178950,0x00579f50,ascii,433333333333333
0x00178a26,0x0057a026,ascii,N=`s%
0x00178b04,0x0057a104,ascii,u*/6(
0x00178bb0,0x0057a1b0,ascii,!4(x]
0x00178c74,0x0057a274,ascii,Haz[~i
0x00178d62,0x0057a362,ascii,1w`;l
0x00178db4,0x0057a3b4,ascii,!q^}M)R
0x00178f02,0x0057a502,ascii,=@53-;
0x00178f44,0x0057a544,ascii,",oGlN"
0x00179165,0x0057a765,ascii,4*?r^
0x00179393,0x0057a993,ascii,l%mDX=XG^
0x00179423,0x0057aa23,ascii,Y(=B*
0x00179566,0x0057ab66,ascii,%J\eH
0x001797d8,0x0057add8,ascii,",$,TPu"
0x00179840,0x0057ae40,ascii,* Bj*y
0x001799f9,0x0057aff9,ascii,V{dfK
0x00179a72,0x0057b072,ascii,}?G4g*
0x00179d28,0x0057b328,ascii,K3 sK
0x00179f48,0x0057b548,ascii,D4/LN
0x0017a019,0x0057b619,ascii,II]':j
0x0017a044,0x0057b644,ascii,JKvP[
0x0017a3e5,0x0057b9e5,ascii,31:viN<
0x0017a4b0,0x0057bab0,ascii,zo!T7
0x0017a4d0,0x0057bad0,ascii,/>tsF
0x0017a5e0,0x0057bbe0,ascii,\!4O5
0x0017a5f4,0x0057bbf4,ascii,BW6H;
0x0017a614,0x0057bc14,ascii,",tjPV"
0x0017a678,0x0057bc78,ascii,"e,<O7tC"
0x0017a923,0x0057bf23,ascii,$19;@)2
0x0017a946,0x0057bf46,ascii,\t`>.
0x0017abd4,0x0057c1d4,ascii,Rv87e
0x0017af62,0x0057c562,ascii, Ejs%
0x0017bd30,0x0057d330,ascii,$89=E
0x0017be52,0x0057d452,ascii,#89=E
0x0017bf8c,0x0057d58c,ascii,#89=E
0x0017c0de,0x0057d6de,ascii,#89=E
0x0017c230,0x0057d830,ascii,#89=E
0x0017c39a,0x0057d99a,ascii,#89=E
0x0017c504,0x0057db04,ascii,#89=E
0x0017c60f,0x0057dc0f,ascii,H#@Ow&
0x0017cce7,0x0057e2e7,ascii,"Z`>X5,"
0x0017cd68,0x0057e368,ascii,$;6m89
0x0017cf1a,0x0057e51a,ascii,#;6m89
0x0017d099,0x0057e699,ascii,3Sfr(
0x0017d0e4,0x0057e6e4,ascii,#;6m89
0x0017d263,0x0057e863,ascii,3Sfr(
0x0017d2ae,0x0057e8ae,ascii,#;6m89
0x0017d445,0x0057ea45,ascii,3Sfr(
0x0017d490,0x0057ea90,ascii,#;6m89
0x0017d627,0x0057ec27,ascii,3Sfr(
0x0017d672,0x0057ec72,ascii,#;6m89
0x0017d821,0x0057ee21,ascii,3Sfr(
0x0017d86c,0x0057ee6c,ascii,#;6m89P
0x0017d8b7,0x0057eeb7,ascii,",Z%CR"
0x0017da33,0x0057f033,ascii,3Sfr(
0x0017da7e,0x0057f07e,ascii,#;6m:
0x0017dc45,0x0057f245,ascii,3Sfr(
0x0017e216,0x0057f816,ascii,"R:\2"""
0x0017e2d8,0x0057f8d8,ascii,_5eh6
0x0017e43e,0x0057fa3e,ascii,a9>7QL
0x0017e4d8,0x0057fad8,ascii,$_.!@
0x0017e732,0x0057fd32,ascii,#_.!@
0x0017e7d0,0x0057fdd0,ascii,Hahx'
0x0017e98c,0x0057ff8c,ascii,#_.!@
0x0017ebfe,0x005801fe,ascii,#_.!@
0x0017ecb8,0x005802b8,ascii,atQl3
0x0017ee70,0x00580470,ascii,#_.!@
0x0017eec8,0x005804c8,ascii,qo`Q49
0x0017ef2a,0x0058052a,ascii,`tQl3
0x0017f0fa,0x005806fa,ascii,#_.!@
0x0017f152,0x00580752,ascii,po`Q49
0x0017f1b4,0x005807b4,ascii,`tQl3
0x0017f384,0x00580984,ascii,#_.!@
0x0017f3dc,0x005809dc,ascii,po`Q49
0x0017f43e,0x00580a3e,ascii,`tQl3
0x0017f4f8,0x00580af8,ascii,hmjpP
0x0017f626,0x00580c26,ascii,#_.!x
0x0017f67e,0x00580c7e,ascii,po`Q49
0x0017f6e0,0x00580ce0,ascii,`tQl3
0x0017f799,0x00580d99,ascii,^gmjpP
0x0017f938,0x00580f38,ascii,po`Q49
0x0017f99a,0x00580f9a,ascii,`tQl3
0x0017fa53,0x00581053,ascii,^gmjpP
0x0017fbf2,0x005811f2,ascii,po`Q49
0x0017fc54,0x00581254,ascii,`tQl3
0x0017fd0d,0x0058130d,ascii,^gmjpP
0x0017fec4,0x005814c4,ascii,po`Q49
0x0017ffdf,0x005815df,ascii,^gmjpP
0x001802b1,0x005818b1,ascii,^gmjpP
0x00180480,0x00581a80,ascii,"po\N"""
0x001804a0,0x00581aa0,ascii,gfkM=
0x001804c6,0x00581ac6,ascii,L&-\jA
0x0018059b,0x00581b9b,ascii,^gmjpP
0x00180608,0x00581c08,ascii,"EwZhN"""
0x0018078a,0x00581d8a,ascii,ffkM=
0x00180885,0x00581e85,ascii,^gmjp*
0x001808f2,0x00581ef2,ascii,"DwZhN"""
0x00180a8c,0x0058208c,ascii,ffkM=
0x00180b87,0x00582187,ascii,"^gm$x,"
0x00180bc1,0x005821c1,ascii,V?AgP
0x00180bf4,0x005821f4,ascii,"DwZhN"""
0x00180c90,0x00582290,ascii,eVt{!
0x00180d8e,0x0058238e,ascii,ffkM=
0x00180ec3,0x005824c3,ascii,V?AgP
0x00180ef6,0x005824f6,ascii,"DwZhN"""
0x001810a8,0x005826a8,ascii,ffkM=
0x001811dd,0x005827dd,ascii,V?AgP
0x00181210,0x00582810,ascii,"DwZhN"""
0x001813c2,0x005829c2,ascii,ffkM=
0x0018149f,0x00582a9f,ascii,Jqt@1
0x001814f7,0x00582af7,ascii,V?AgP
0x0018152a,0x00582b2a,ascii,"DwZhN"""
0x001816f4,0x00582cf4,ascii,ffkM=
0x00181829,0x00582e29,ascii,V?AgP
0x0018185c,0x00582e5c,ascii,"DwZhN"""
0x00181a26,0x00583026,ascii,ffkM_
0x00181b5b,0x0058315b,ascii,V?AgP
0x00181ea5,0x005834a5,ascii,V?AgPhU
0x00182070,0x00583670,ascii,E7RK(
0x001821ef,0x005837ef,ascii,V?AUE
0x001829b6,0x00583fb6,ascii,&+y|O{
0x00182c85,0x00584285,ascii,/_![G
0x00182e03,0x00584403,ascii,/_![GJ
0x00182fb1,0x005845b1,ascii,/_![GJ
0x00183136,0x00584736,ascii,{'e4|
0x00183177,0x00584777,ascii,/_![GJ
0x001832e6,0x005848e6,ascii,6:m&+
