file_offset,va,encoding,text
0x0019bf34,0x0059d534,utf-16le,mr-in
0x0019bf40,0x0059d540,utf-16le,ms-bn
0x0019bf4c,0x0059d54c,utf-16le,ms-my
0x0019bf58,0x0059d558,utf-16le,mt-mt
0x0019bf64,0x0059d564,utf-16le,nb-no
0x0019bf70,0x0059d570,utf-16le,nl-be
0x0019bf7c,0x0059d57c,utf-16le,nl-nl
0x0019bf88,0x0059d588,utf-16le,nn-no
0x0019bf94,0x0059d594,utf-16le,ns-za
0x0019bfa0,0x0059d5a0,utf-16le,pa-in
0x0019bfac,0x0059d5ac,utf-16le,pl-pl
0x0019bfb8,0x0059d5b8,utf-16le,pt-br
0x0019bfc4,0x0059d5c4,utf-16le,pt-pt
0x0019bfd0,0x0059d5d0,utf-16le,quz-bo
0x0019bfe0,0x0059d5e0,utf-16le,quz-ec
0x0019bff0,0x0059d5f0,utf-16le,quz-pe
0x0019c000,0x0059d600,utf-16le,ro-ro
0x0019c00c,0x0059d60c,utf-16le,ru-ru
0x0019c018,0x0059d618,utf-16le,sa-in
0x0019c024,0x0059d624,utf-16le,se-fi
0x0019c030,0x0059d630,utf-16le,se-no
0x0019c03c,0x0059d63c,utf-16le,se-se
0x0019c048,0x0059d648,utf-16le,sk-sk
0x0019c054,0x0059d654,utf-16le,sl-si
0x0019c060,0x0059d660,utf-16le,sma-no
0x0019c070,0x0059d670,utf-16le,sma-se
0x0019c080,0x0059d680,utf-16le,smj-no
0x0019c090,0x0059d690,utf-16le,smj-se
0x0019c0a0,0x0059d6a0,utf-16le,smn-fi
0x0019c0b0,0x0059d6b0,utf-16le,sms-fi
0x0019c0c0,0x0059d6c0,utf-16le,sq-al
0x0019c0cc,0x0059d6cc,utf-16le,sr-ba-cyrl
0x0019c0e4,0x0059d6e4,utf-16le,sr-ba-latn
0x0019c0fc,0x0059d6fc,utf-16le,sr-sp-cyrl
0x0019c114,0x0059d714,utf-16le,sr-sp-latn
0x0019c12c,0x0059d72c,utf-16le,sv-fi
0x0019c138,0x0059d738,utf-16le,sv-se
0x0019c144,0x0059d744,utf-16le,sw-ke
0x0019c150,0x0059d750,utf-16le,syr-sy
0x0019c160,0x0059d760,utf-16le,ta-in
0x0019c16c,0x0059d76c,utf-16le,te-in
0x0019c178,0x0059d778,utf-16le,th-th
0x0019c184,0x0059d784,utf-16le,tn-za
0x0019c190,0x0059d790,utf-16le,tr-tr
0x0019c19c,0x0059d79c,utf-16le,tt-ru
0x0019c1a8,0x0059d7a8,utf-16le,uk-ua
0x0019c1b4,0x0059d7b4,utf-16le,ur-pk
0x0019c1c0,0x0059d7c0,utf-16le,uz-uz-cyrl
0x0019c1d8,0x0059d7d8,utf-16le,uz-uz-latn
0x0019c1f0,0x0059d7f0,utf-16le,vi-vn
0x0019c1fc,0x0059d7fc,utf-16le,xh-za
0x0019c208,0x0059d808,utf-16le,zh-chs
0x0019c218,0x0059d818,utf-16le,zh-cht
0x0019c228,0x0059d828,utf-16le,zh-cn
0x0019c234,0x0059d834,utf-16le,zh-hk
0x0019c240,0x0059d840,utf-16le,zh-mo
0x0019c24c,0x0059d84c,utf-16le,zh-sg
0x0019c258,0x0059d858,utf-16le,zh-tw
0x0019c264,0x0059d864,utf-16le,zu-za
0x0019c270,0x0059d870,ascii,1#INF
0x0019c278,0x0059d878,ascii,1#QNAN
0x0019c280,0x0059d880,ascii,1#SNAN
0x0019c288,0x0059d888,ascii,1#IND
0x0019c469,0x0059da69,ascii,4lkQg
0x0019c60f,0x0059dc0f,ascii,?ju!4
0x0019c93f,0x0059df3f,ascii,?V:e:
0x0019cb71,0x0059e171,ascii,5SmT4
0x0019cc31,0x0059e231,ascii,*+xi(
0x0019d06f,0x0059e66f,ascii,?ZEM-'^
0x0019d1ef,0x0059e7ef,ascii,?>6)}
0x0019d30f,0x0059e90f,ascii,?{yK+;
0x0019d3ef,0x0059e9ef,ascii,?765@Z
0x0019d641,0x0059ec41,ascii,D<xZu
0x0019d757,0x0059ed57,ascii,?l$G~
0x0019d7e9,0x0059ede9,ascii,^\sY0
0x0019d87f,0x0059ee7f,ascii,?e')lW
0x0019dab2,0x0059f0b2,ascii,i^^?(>
0x0019dcf1,0x0059f2f1,ascii,Y:/(A6>
0x0019ddb3,0x0059f3b3,ascii,MVx:>
0x0019e203,0x0059f803,ascii,"[j&,>"
0x0019e4b7,0x0059fab7,ascii,?6FID
0x0019e79f,0x0059fd9f,ascii,?5L$.
0x0019e983,0x0059ff83,ascii,F\IE>
0x0019eaff,0x005a00ff,ascii,?A%My
0x0019ebab,0x005a01ab,ascii,B'=>>
0x0019ecb3,0x005a02b3,ascii,in]D>
0x0019ece3,0x005a02e3,ascii,"F""VM>"
0x0019ecfb,0x005a02fb,ascii,30}->
0x0019ee33,0x005a0433,ascii,0)LK>
0x0019f18f,0x005a078f,ascii,?43-s
0x0019f1a7,0x005a07a7,ascii,?P`E5
0x0019f35f,0x005a095f,ascii,?uZEeu
0x0019f460,0x005a0a60,ascii,uZEeu
0x0019f760,0x005a0d60,ascii,uZEeu
0x0019f85f,0x005a0e5f,ascii,?uZEeu
0x0019fa17,0x005a1017,ascii,?UUUUUU
0x0019fad5,0x005a10d5,ascii,|u?!u$
0x0019fae5,0x005a10e5,ascii,Nu?-HF
0x0019faf6,0x005a10f6,ascii,d? cf>
0x0019ff95,0x005a1595,ascii,&2@UUUUUU
0x001a014a,0x005a174a,ascii,#wi#:
0x001a0240,0x005a1840,ascii,+*tsJ
0x001a0331,0x005a1931,ascii,s{c|H
0x001a0578,0x005a1b78,ascii,UUUUUU
0x001a0687,0x005a1c87,ascii,>o3fW
0x001a0751,0x005a1d51,ascii,s{c|H
0x001a07c0,0x005a1dc0,ascii,+*tsJ
0x001a089b,0x005a1e9b,ascii,?c3y?
0x001a098a,0x005a1f8a,ascii,#wi#:=
0x001a09df,0x005a1fdf,ascii,"?.""S-"
0x001a0a1d,0x005a201d,ascii,A]?VJ
0x001a0a95,0x005a2095,ascii,&2@UUUUUU
0x001a0f85,0x005a2585,ascii,Nu?-HF
0x001a11a0,0x005a27a0,ascii,log10
0x001a12c7,0x005a28c7,ascii,?5Wg4p
0x001a138b,0x005a298b,ascii,BC .=
0x001a14d9,0x005a2ad9,ascii,%S#[k
0x001a152a,0x005a2b2a,ascii,"""B <1="
0x001a155b,0x005a2b5b,ascii,#.X'=
0x001a19d0,0x005a2fd0,utf-16le,CONOUT$
0x001a77e0,0x005a8de0,ascii,RSDSP
0x001a77f8,0x005a8df8,ascii,D:\cygwin\home\zun\prog\th20\bin\Release\th20.pdb
0x001a784c,0x005a8e4c,ascii,.text$di
0x001a7860,0x005a8e60,ascii,.text$mn
0x001a7874,0x005a8e74,ascii,.text$x
0x001a7884,0x005a8e84,ascii,.text$yd
0x001a7898,0x005a8e98,ascii,.idata$5
0x001a78ac,0x005a8eac,ascii,.00cfg
0x001a78bc,0x005a8ebc,ascii,.CRT$XCA
0x001a78d0,0x005a8ed0,ascii,.CRT$XCAA
0x001a78e4,0x005a8ee4,ascii,.CRT$XCC
0x001a78f8,0x005a8ef8,ascii,.CRT$XCL
0x001a790c,0x005a8f0c,ascii,.CRT$XCU
0x001a7920,0x005a8f20,ascii,.CRT$XCZ
0x001a7934,0x005a8f34,ascii,.CRT$XIA
0x001a7948,0x005a8f48,ascii,.CRT$XIAA
0x001a795c,0x005a8f5c,ascii,.CRT$XIAC
0x001a7970,0x005a8f70,ascii,.CRT$XIC
0x001a7984,0x005a8f84,ascii,.CRT$XIZ
0x001a7998,0x005a8f98,ascii,.CRT$XPA
0x001a79ac,0x005a8fac,ascii,.CRT$XPX
0x001a79c0,0x005a8fc0,ascii,.CRT$XPXA
0x001a79d4,0x005a8fd4,ascii,.CRT$XPZ
0x001a79e8,0x005a8fe8,ascii,.CRT$XTA
0x001a79fc,0x005a8ffc,ascii,.CRT$XTZ
0x001a7a10,0x005a9010,ascii,.rdata
0x001a7a20,0x005a9020,ascii,.rdata$r
0x001a7a34,0x005a9034,ascii,.rdata$sxdata
0x001a7a4c,0x005a904c,ascii,.rdata$voltmd
0x001a7a64,0x005a9064,ascii,.rdata$zzzdbg
0x001a7a7c,0x005a907c,ascii,.rtc$IAA
0x001a7a90,0x005a9090,ascii,.rtc$IZZ
0x001a7aa4,0x005a90a4,ascii,.rtc$TAA
0x001a7ab8,0x005a90b8,ascii,.rtc$TZZ
0x001a7acc,0x005a90cc,ascii,.xdata$x
0x001a7ae0,0x005a90e0,ascii,.idata$2
0x001a7af4,0x005a90f4,ascii,.idata$3
0x001a7b08,0x005a9108,ascii,.idata$4
0x001a7b1c,0x005a911c,ascii,.idata$6
0x001a7b30,0x005a9130,ascii,.data
0x001a7b40,0x005a9140,ascii,.data$r
0x001a7b50,0x005a9150,ascii,.data$rs
0x001a7b74,0x005a9174,ascii,.fptable
0x001a7b88,0x005a9188,ascii,.rsrc$01
0x001a7b9c,0x005a919c,ascii,.rsrc$02
0x001ab5be,0x005acbbe,ascii,Sleep
0x001ab5c6,0x005acbc6,ascii,CreateFileW
0x001ab5d4,0x005acbd4,ascii,GetFileSize
0x001ab5e2,0x005acbe2,ascii,ReadFile
0x001ab5ee,0x005acbee,ascii,SetFilePointer
0x001ab600,0x005acc00,ascii,WriteFile
0x001ab60c,0x005acc0c,ascii,CloseHandle
0x001ab61a,0x005acc1a,ascii,GetLastError
0x001ab62a,0x005acc2a,ascii,LocalFree
0x001ab636,0x005acc36,ascii,FormatMessageW
0x001ab648,0x005acc48,ascii,MultiByteToWideChar
0x001ab65e,0x005acc5e,ascii,GetEnvironmentVariableW
0x001ab678,0x005acc78,ascii,QueryPerformanceCounter
0x001ab692,0x005acc92,ascii,QueryPerformanceFrequency
0x001ab6ae,0x005accae,ascii,CreateMutexW
0x001ab6be,0x005accbe,ascii,GetStartupInfoW
0x001ab6d0,0x005accd0,ascii,GetModuleFileNameW
0x001ab6e6,0x005acce6,ascii,WideCharToMultiByte
0x001ab6fc,0x005accfc,ascii,GetUserDefaultLCID
0x001ab712,0x005acd12,ascii,GetConsoleTitleW
0x001ab726,0x005acd26,ascii,WaitForSingleObject
0x001ab73c,0x005acd3c,ascii,CreateEventW
0x001ab74c,0x005acd4c,ascii,CreateThread
0x001ab75c,0x005acd5c,ascii,FindClose
0x001ab768,0x005acd68,ascii,FindFirstFileW
0x001ab77a,0x005acd7a,ascii,FindNextFileW
0x001ab78a,0x005acd8a,ascii,GetCurrentDirectoryW
0x001ab7a0,0x005acda0,ascii,KERNEL32.dll
0x001ab7b0,0x005acdb0,ascii,GetDC
0x001ab7b8,0x005acdb8,ascii,ReleaseDC
0x001ab7c4,0x005acdc4,ascii,TranslateMessage
0x001ab7d8,0x005acdd8,ascii,DispatchMessageW
0x001ab7ec,0x005acdec,ascii,PeekMessageW
0x001ab7fc,0x005acdfc,ascii,SendMessageW
0x001ab80c,0x005ace0c,ascii,DefWindowProcW
0x001ab81e,0x005ace1e,ascii,RegisterClassW
0x001ab830,0x005ace30,ascii,CreateWindowExW
0x001ab842,0x005ace42,ascii,IsWindow
0x001ab84e,0x005ace4e,ascii,DestroyWindow
0x001ab85e,0x005ace5e,ascii,ShowWindow
0x001ab86c,0x005ace6c,ascii,SetWindowPos
0x001ab87c,0x005ace7c,ascii,CreateDialogParamW
0x001ab892,0x005ace92,ascii,GetDlgItem
0x001ab8a0,0x005acea0,ascii,CheckRadioButton
0x001ab8b4,0x005aceb4,ascii,IsDlgButtonChecked
0x001ab8ca,0x005aceca,ascii,GetKeyState
0x001ab8d8,0x005aced8,ascii,EnableWindow
0x001ab8e8,0x005acee8,ascii,GetSystemMetrics
0x001ab8fc,0x005acefc,ascii,UpdateWindow
0x001ab90c,0x005acf0c,ascii,SetForegroundWindow
0x001ab922,0x005acf22,ascii,BeginPaint
0x001ab930,0x005acf30,ascii,EndPaint
0x001ab93c,0x005acf3c,ascii,InvalidateRect
0x001ab94e,0x005acf4e,ascii,GetWindowRect
0x001ab95e,0x005acf5e,ascii,AdjustWindowRectEx
0x001ab974,0x005acf74,ascii,ShowCursor
0x001ab982,0x005acf82,ascii,SetCursor
0x001ab98e,0x005acf8e,ascii,FillRect
0x001ab99a,0x005acf9a,ascii,SetWindowLongW
0x001ab9ac,0x005acfac,ascii,LoadCursorW
0x001ab9ba,0x005acfba,ascii,IsDialogMessageW
0x001ab9ce,0x005acfce,ascii,EnumDisplaySettingsW
0x001ab9e6,0x005acfe6,ascii,SystemParametersInfoW
0x001ab9fe,0x005acffe,ascii,GetRawInputData
0x001aba10,0x005ad010,ascii,RegisterRawInputDevices
0x001aba2a,0x005ad02a,ascii,WINNLSEnableIME
0x001aba3c,0x005ad03c,ascii,GetKeyboardState
0x001aba50,0x005ad050,ascii,SetKeyboardState
0x001aba64,0x005ad064,ascii,PostThreadMessageW
0x001aba7a,0x005ad07a,ascii,MsgWaitForMultipleObjects
0x001aba96,0x005ad096,ascii,SetTimer
0x001abaa2,0x005ad0a2,ascii,KillTimer
0x001abaae,0x005ad0ae,ascii,MessageBoxW
0x001ababa,0x005ad0ba,ascii,USER32.dll
0x001abac8,0x005ad0c8,ascii,CreateCompatibleDC
0x001abade,0x005ad0de,ascii,CreateFontW
0x001abaec,0x005ad0ec,ascii,DeleteDC
0x001abaf8,0x005ad0f8,ascii,DeleteObject
0x001abb08,0x005ad108,ascii,EnumFontFamiliesExW
0x001abb1e,0x005ad11e,ascii,GetTextExtentPoint32W
0x001abb36,0x005ad136,ascii,SelectObject
0x001abb46,0x005ad146,ascii,SetBkMode
0x001abb52,0x005ad152,ascii,SetTextColor
0x001abb62,0x005ad162,ascii,CreateDIBSection
0x001abb76,0x005ad176,ascii,TextOutW
0x001abb82,0x005ad182,ascii,CreateSolidBrush
0x001abb96,0x005ad196,ascii,GetDeviceCaps
0x001abba6,0x005ad1a6,ascii,GetStockObject
0x001abbb6,0x005ad1b6,ascii,GDI32.dll
0x001abbc2,0x005ad1c2,ascii,CoUninitialize
0x001abbd4,0x005ad1d4,ascii,CoCreateInstance
0x001abbe8,0x005ad1e8,ascii,CoInitialize
0x001abbf8,0x005ad1f8,ascii,CoSetProxyBlanket
0x001abc0a,0x005ad20a,ascii,ole32.dll
0x001abc14,0x005ad214,ascii,OLEAUT32.dll
0x001abc24,0x005ad224,ascii,DirectInput8Create
0x001abc38,0x005ad238,ascii,DINPUT8.dll
0x001abc44,0x005ad244,ascii,DSOUND.dll
0x001abc52,0x005ad252,ascii,Direct3DCreate9
0x001abc62,0x005ad262,ascii,d3d9.dll
0x001abc6e,0x005ad26e,ascii,D3DXVec3Transform
0x001abc82,0x005ad282,ascii,D3DXVec3Project
0x001abc94,0x005ad294,ascii,D3DXMatrixMultiply
0x001abcaa,0x005ad2aa,ascii,D3DXMatrixRotationX
0x001abcc0,0x005ad2c0,ascii,D3DXMatrixRotationY
0x001abcd6,0x005ad2d6,ascii,D3DXMatrixRotationZ
0x001abcec,0x005ad2ec,ascii,D3DXLoadSurfaceFromFileInMemory
0x001abd0e,0x005ad30e,ascii,D3DXLoadSurfaceFromSurface
0x001abd2c,0x005ad32c,ascii,D3DXCreateTexture
0x001abd40,0x005ad340,ascii,D3DXVec3TransformCoord
0x001abd5a,0x005ad35a,ascii,D3DXVec3ProjectArray
0x001abd72,0x005ad372,ascii,D3DXMatrixTranslation
0x001abd8a,0x005ad38a,ascii,D3DXMatrixLookAtLH
0x001abda0,0x005ad3a0,ascii,D3DXMatrixPerspectiveFovLH
0x001abdbc,0x005ad3bc,ascii,d3dx9_43.dll
0x001abdcc,0x005ad3cc,ascii,timeGetTime
0x001abdda,0x005ad3da,ascii,timeBeginPeriod
0x001abdec,0x005ad3ec,ascii,timeEndPeriod
0x001abdfc,0x005ad3fc,ascii,joyGetPosEx
0x001abe0a,0x005ad40a,ascii,joyGetDevCapsW
0x001abe1a,0x005ad41a,ascii,WINMM.dll
0x001abe24,0x005ad424,ascii,XINPUT1_4.dll
0x001abe34,0x005ad434,ascii,GdipAlloc
0x001abe40,0x005ad440,ascii,GdipFree
0x001abe4c,0x005ad44c,ascii,GdiplusStartup
0x001abe5e,0x005ad45e,ascii,GdiplusShutdown
0x001abe70,0x005ad470,ascii,GdipCloneImage
0x001abe82,0x005ad482,ascii,GdipDisposeImage
0x001abe96,0x005ad496,ascii,GdipSaveImageToFile
0x001abeac,0x005ad4ac,ascii,GdipCreateBitmapFromHBITMAP
0x001abeca,0x005ad4ca,ascii,GdipGetImageEncodersSize
0x001abee6,0x005ad4e6,ascii,GdipGetImageEncoders
0x001abefc,0x005ad4fc,ascii,gdiplus.dll
0x001abf0a,0x005ad50a,ascii,ReleaseSRWLockExclusive
0x001abf24,0x005ad524,ascii,AcquireSRWLockExclusive
0x001abf3e,0x005ad53e,ascii,WakeAllConditionVariable
0x001abf5a,0x005ad55a,ascii,SleepConditionVariableSRW
0x001abf76,0x005ad576,ascii,GetModuleHandleW
0x001abf8a,0x005ad58a,ascii,GetProcAddress
0x001abf9c,0x005ad59c,ascii,WaitForSingleObjectEx
0x001abfb4,0x005ad5b4,ascii,GetCurrentThreadId
0x001abfca,0x005ad5ca,ascii,GetExitCodeThread
0x001abfde,0x005ad5de,ascii,TryAcquireSRWLockExclusive
0x001abffc,0x005ad5fc,ascii,FormatMessageA
0x001ac00e,0x005ad60e,ascii,GetLocaleInfoEx
0x001ac020,0x005ad620,ascii,CreateDirectoryW
0x001ac034,0x005ad634,ascii,FindFirstFileExW
0x001ac048,0x005ad648,ascii,GetFileAttributesExW
0x001ac060,0x005ad660,ascii,AreFileApisANSI
0x001ac072,0x005ad672,ascii,GetFileInformationByHandleEx
0x001ac092,0x005ad692,ascii,InitOnceBeginInitialize
0x001ac0ac,0x005ad6ac,ascii,InitOnceComplete
0x001ac0c0,0x005ad6c0,ascii,GetCPInfoExW
0x001ac0d0,0x005ad6d0,ascii,InitializeCriticalSectionEx
0x001ac0ee,0x005ad6ee,ascii,GetSystemTimeAsFileTime
0x001ac108,0x005ad708,ascii,EnterCriticalSection
0x001ac120,0x005ad720,ascii,LeaveCriticalSection
0x001ac138,0x005ad738,ascii,DeleteCriticalSection
0x001ac150,0x005ad750,ascii,EncodePointer
0x001ac160,0x005ad760,ascii,DecodePointer
0x001ac170,0x005ad770,ascii,LCMapStringEx
0x001ac180,0x005ad780,ascii,GetStringTypeW
0x001ac192,0x005ad792,ascii,GetCPInfo
0x001ac19e,0x005ad79e,ascii,UnhandledExceptionFilter
0x001ac1ba,0x005ad7ba,ascii,SetUnhandledExceptionFilter
0x001ac1d8,0x005ad7d8,ascii,GetCurrentProcess
0x001ac1ec,0x005ad7ec,ascii,TerminateProcess
0x001ac200,0x005ad800,ascii,IsProcessorFeaturePresent
0x001ac21c,0x005ad81c,ascii,IsDebuggerPresent
0x001ac230,0x005ad830,ascii,GetCurrentProcessId
0x001ac246,0x005ad846,ascii,InitializeSListHead
0x001ac25c,0x005ad85c,ascii,RtlUnwind
0x001ac268,0x005ad868,ascii,RaiseException
0x001ac27a,0x005ad87a,ascii,SetLastError
0x001ac28a,0x005ad88a,ascii,InitializeCriticalSectionAndSpinCount
0x001ac2b2,0x005ad8b2,ascii,TlsAlloc
0x001ac2be,0x005ad8be,ascii,TlsGetValue
0x001ac2cc,0x005ad8cc,ascii,TlsSetValue
0x001ac2da,0x005ad8da,ascii,TlsFree
0x001ac2e4,0x005ad8e4,ascii,FreeLibrary
0x001ac2f2,0x005ad8f2,ascii,LoadLibraryExW
0x001ac304,0x005ad904,ascii,ExitThread
0x001ac312,0x005ad912,ascii,FreeLibraryAndExitThread
0x001ac32e,0x005ad92e,ascii,GetModuleHandleExW
0x001ac344,0x005ad944,ascii,ExitProcess
0x001ac352,0x005ad952,ascii,GetStdHandle
0x001ac362,0x005ad962,ascii,HeapAlloc
0x001ac36e,0x005ad96e,ascii,HeapFree
0x001ac37a,0x005ad97a,ascii,FlsAlloc
0x001ac386,0x005ad986,ascii,FlsGetValue
0x001ac394,0x005ad994,ascii,FlsSetValue
0x001ac3a2,0x005ad9a2,ascii,FlsFree
0x001ac3ac,0x005ad9ac,ascii,VirtualProtect
0x001ac3be,0x005ad9be,ascii,CompareStringW
0x001ac3d0,0x005ad9d0,ascii,LCMapStringW
0x001ac3e0,0x005ad9e0,ascii,GetLocaleInfoW
0x001ac3f2,0x005ad9f2,ascii,IsValidLocale
0x001ac402,0x005ada02,ascii,EnumSystemLocalesW
0x001ac418,0x005ada18,ascii,GetFileType
0x001ac426,0x005ada26,ascii,GetTimeZoneInformation
0x001ac440,0x005ada40,ascii,SetFilePointerEx
0x001ac454,0x005ada54,ascii,HeapReAlloc
0x001ac462,0x005ada62,ascii,IsValidCodePage
0x001ac474,0x005ada74,ascii,GetACP
0x001ac47e,0x005ada7e,ascii,GetOEMCP
0x001ac48a,0x005ada8a,ascii,GetCommandLineA
0x001ac49c,0x005ada9c,ascii,GetCommandLineW
0x001ac4ae,0x005adaae,ascii,GetEnvironmentStringsW
0x001ac4c8,0x005adac8,ascii,FreeEnvironmentStringsW
0x001ac4e2,0x005adae2,ascii,SetEnvironmentVariableW
0x001ac4fc,0x005adafc,ascii,GetProcessHeap
0x001ac50e,0x005adb0e,ascii,HeapSize
0x001ac51a,0x005adb1a,ascii,HeapQueryInformation
0x001ac532,0x005adb32,ascii,SetStdHandle
0x001ac542,0x005adb42,ascii,FlushFileBuffers
0x001ac556,0x005adb56,ascii,GetConsoleOutputCP
0x001ac56c,0x005adb6c,ascii,GetConsoleMode
0x001ac57e,0x005adb7e,ascii,WriteConsoleW
0x001ac87b,0x005ae27b,ascii," !""#$-.0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ"
0x001b107a,0x005b2a7a,ascii,                          
0x001b115a,0x005b2b5a,ascii,abcdefghijklmnopqrstuvwxyz
0x001b117a,0x005b2b7a,ascii,ABCDEFGHIJKLMNOPQRSTUVWXYZ
0x001b1282,0x005b2c82,ascii,                          
0x001b1369,0x005b2d69,ascii,abcdefghijklmnopqrstuvwxyz
0x001b1389,0x005b2d89,ascii,ABCDEFGHIJKLMNOPQRSTUVWXYZ
0x001b1638,0x005b3038,ascii,.?AVexception@std@@
0x001b1654,0x005b3054,ascii,.?AVbad_array_new_length@std@@
0x001b167c,0x005b307c,ascii,.?AVbad_alloc@std@@
0x001b1698,0x005b3098,ascii,.?AVruntime_error@std@@
0x001b16b8,0x005b30b8,ascii,.?AVsystem_error@std@@
0x001b16d8,0x005b30d8,ascii,.?AV_System_error@std@@
0x001b16f8,0x005b30f8,ascii,.?AVfilesystem_error@filesystem@std@@
0x001b1728,0x005b3128,ascii,.?AV<lambda_1>@?BE@??grpPrint@@YA?AUtagSIZE@@PBUtagRECT@@HKKPBDPAUIDirect3DTexture9@@HHHPA_NV?$function@$$A6AXXZ@std@@@Z@
0x001b17b0,0x005b31b0,ascii,.?AV<lambda_2>@?8??getSprt@SprtCtrlInf@@QAEPAVSprtInf@@VSprtID@@@Z@
0x001b1800,0x005b3200,ascii,.?AV<lambda_1>@?8??getSprt@SprtCtrlInf@@QAEPAVSprtInf@@VSprtID@@@Z@
0x001b1850,0x005b3250,ascii,.?AV<lambda_1>@?BB@??JPrintf@AsciiInf@@QAAXABVFVector@@V?$basic_string_view@DU?$char_traits@D@std@@@std@@ZZ@
0x001b18c8,0x005b32c8,ascii,.?AV<lambda_1>@?1???R0?BB@??JPrintf@AsciiInf@@QAAXABVFVector@@V?$basic_string_view@DU?$char_traits@D@std@@@std@@ZZ@QBE@XZ@
0x001b194c,0x005b334c,ascii,.?AV<lambda_1>@?1??Start@CardInf@@QAEXHPADHH@Z@
0x001b1988,0x005b3388,ascii,.?AV<lambda_1>@?1???R0?1??Start@CardInf@@QAEXHPADHH@Z@QBE@XZ@
0x001b19d0,0x005b33d0,ascii,.?AV<lambda_2>@?BD@??Anim@EndingMsgInf@@QAEHXZ@
0x001b1a08,0x005b3408,ascii,.?AV<lambda_1>@?1???R<lambda_2>@?BD@??Anim@EndingMsgInf@@QAEHXZ@QBE@XZ@
0x001b1a58,0x005b3458,ascii,.?AV<lambda_1>@?BB@??Anim@EndingMsgInf@@QAEHXZ@
0x001b1a90,0x005b3490,ascii,.?AV<lambda_1>@?1???R0?BB@??Anim@EndingMsgInf@@QAEHXZ@QBE@XZ@
0x001b1ad8,0x005b34d8,ascii,.?AV<lambda_14>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1b10,0x005b3510,ascii,.?AV<lambda_1>@?1???R<lambda_14>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1b5c,0x005b355c,ascii,.?AV<lambda_13>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1b90,0x005b3590,ascii,.?AV<lambda_1>@?1???R<lambda_13>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1bdc,0x005b35dc,ascii,.?AV<lambda_12>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1c10,0x005b3610,ascii,.?AV<lambda_1>@?1???R<lambda_12>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1c5c,0x005b365c,ascii,.?AV<lambda_11>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1c90,0x005b3690,ascii,.?AV<lambda_1>@?1???R<lambda_11>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1cdc,0x005b36dc,ascii,.?AV<lambda_10>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1d10,0x005b3710,ascii,.?AV<lambda_1>@?1???R<lambda_10>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1d5c,0x005b375c,ascii,.?AV<lambda_9>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1d90,0x005b3790,ascii,.?AV<lambda_1>@?1???R<lambda_9>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1ddc,0x005b37dc,ascii,.?AV<lambda_8>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1e10,0x005b3810,ascii,.?AV<lambda_1>@?1???R<lambda_8>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1e5c,0x005b385c,ascii,.?AV<lambda_7>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b1e90,0x005b3890,ascii,.?AV<lambda_1>@?1???R<lambda_7>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1edc,0x005b38dc,ascii,.?AV<lambda_6>@?CF@??Anim@MsgInf@@QAEHXZ@
0x001b1f10,0x005b3910,ascii,.?AV<lambda_1>@?1???R<lambda_6>@?CF@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1f5c,0x005b395c,ascii,.?AV<lambda_5>@?CD@??Anim@MsgInf@@QAEHXZ@
0x001b1f90,0x005b3990,ascii,.?AV<lambda_1>@?1???R<lambda_5>@?CD@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b1fdc,0x005b39dc,ascii,.?AV<lambda_4>@?BM@??Anim@MsgInf@@QAEHXZ@
0x001b2010,0x005b3a10,ascii,.?AV<lambda_1>@?1???R<lambda_4>@?BM@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b205c,0x005b3a5c,ascii,.?AV<lambda_3>@?BK@??Anim@MsgInf@@QAEHXZ@
0x001b2090,0x005b3a90,ascii,.?AV<lambda_1>@?1???R<lambda_3>@?BK@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
0x001b20dc,0x005b3adc,ascii,.?AV<lambda_2>@?BB@??Anim@MsgInf@@QAEHXZ@
0x001b2110,0x005b3b10,ascii,.?AV<lambda_1>@?1???R<lambda_2>@?BB@??Anim@MsgInf@@QAEHXZ@QBE@XZ@
