entry_va,name,role_candidate,role_confidence,recovery_status,build_integration_status,module_id,ghidra_body_bytes,source_paths,warnings,undefined_type_occurrences,generated_globals,register_values,unresolved_indirect_calls,pseudocode_file
0x00439790,FUN_00439790,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,0,0,0,0,pseudocode/00439790.c
0x004397c0,FUN_004397c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,0,0,1,0,pseudocode/004397c0.c
0x004397f0,FUN_004397f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,48,,0,0,0,0,0,pseudocode/004397f0.c
0x00439820,FUN_00439820,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,0,0,1,0,pseudocode/00439820.c
0x00439850,FUN_00439850,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,0,0,1,0,pseudocode/00439850.c
0x00439880,_vswprintf_s,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,31,,0,0,0,0,0,pseudocode/00439880.c
0x004398a0,FUN_004398a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,2,0,0,0,pseudocode/004398a0.c
0x004398d0,FUN_004398d0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,57,,0,2,0,0,0,pseudocode/004398d0.c
0x00439910,FUN_00439910,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,72,,2,0,0,0,0,pseudocode/00439910.c
0x00439960,FUN_00439960,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,77,,2,0,0,0,0,pseudocode/00439960.c
0x004399b0,FUN_004399b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,73,,0,0,0,0,0,pseudocode/004399b0.c
0x00439a00,FUN_00439a00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1980,,1,2,4,2,2,pseudocode/00439a00.c
0x0043a1c0,FUN_0043a1c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,240,,0,1,1,0,0,pseudocode/0043a1c0.c
0x0043a2b0,FUN_0043a2b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1174,,0,3,5,0,2,pseudocode/0043a2b0.c
0x0043a750,FUN_0043a750,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,971,,0,3,5,0,2,pseudocode/0043a750.c
0x0043ab20,FUN_0043ab20,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1468,,0,3,5,0,2,pseudocode/0043ab20.c
0x0043b0e0,FUN_0043b0e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,2169,,1,2,4,2,2,pseudocode/0043b0e0.c
0x0043b960,FUN_0043b960,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,755,,0,3,4,0,2,pseudocode/0043b960.c
0x0043bc60,FUN_0043bc60,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,541,,0,3,3,0,2,pseudocode/0043bc60.c
0x0043be80,FUN_0043be80,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,766,,0,3,3,1,2,pseudocode/0043be80.c
0x0043c180,FUN_0043c180,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,863,,0,2,5,2,2,pseudocode/0043c180.c
0x0043c4e0,FUN_0043c4e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,660,,0,2,5,1,2,pseudocode/0043c4e0.c
0x0043c780,FUN_0043c780,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1001,,0,2,5,2,2,pseudocode/0043c780.c
0x0043cb70,FUN_0043cb70,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,455,,0,3,1,0,2,pseudocode/0043cb70.c
0x0043cd40,FUN_0043cd40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1116,,1,2,4,2,2,pseudocode/0043cd40.c
0x0043d1a0,FUN_0043d1a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,455,,0,3,1,0,2,pseudocode/0043d1a0.c
0x0043d370,FUN_0043d370,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1204,,0,15,4,3,2,pseudocode/0043d370.c
0x0043d830,FUN_0043d830,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,375,,0,3,1,0,2,pseudocode/0043d830.c
0x0043d9b0,FUN_0043d9b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,809,,0,3,4,0,2,pseudocode/0043d9b0.c
0x0043dce0,FUN_0043dce0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,583,,0,3,3,0,2,pseudocode/0043dce0.c
0x0043df30,FUN_0043df30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,899,,0,3,3,0,2,pseudocode/0043df30.c
0x0043e2c0,FUN_0043e2c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1601,,1,2,6,2,2,pseudocode/0043e2c0.c
0x0043e910,FUN_0043e910,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,155,,0,0,1,0,0,pseudocode/0043e910.c
0x0043e9b0,FUN_0043e9b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,352,,0,13,0,0,0,pseudocode/0043e9b0.c
0x0043eb10,FUN_0043eb10,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,34,,0,0,0,0,0,pseudocode/0043eb10.c
0x0043eb40,FUN_0043eb40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,985,,0,0,11,0,0,pseudocode/0043eb40.c
0x0043ef20,FUN_0043ef20,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1486,,0,0,11,2,0,pseudocode/0043ef20.c
0x0043f4f0,FUN_0043f4f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,0,0,0,0,pseudocode/0043f4f0.c
0x0043f520,FUN_0043f520,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,45,,0,1,0,0,0,pseudocode/0043f520.c
0x0043f550,FUN_0043f550,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,0,4,0,0,pseudocode/0043f550.c
0x0043f5c0,FUN_0043f5c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,0,4,0,0,pseudocode/0043f5c0.c
0x0043f630,FUN_0043f630,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,0,4,0,0,pseudocode/0043f630.c
0x0043f6a0,FUN_0043f6a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,3159,,0,31,23,0,1,pseudocode/0043f6a0.c
0x00440310,FUN_00440310,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,48,,0,2,0,0,0,pseudocode/00440310.c
0x00440340,FUN_00440340,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1378,,0,4,15,2,0,pseudocode/00440340.c
0x004408b0,FUN_004408b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,2769,,0,26,11,0,0,pseudocode/004408b0.c
0x004413a0,FUN_004413a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,142,,0,2,5,0,0,pseudocode/004413a0.c
0x00441430,FUN_00441430,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1996,,1,20,10,0,0,pseudocode/00441430.c
0x00441c00,FUN_00441c00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,753,,0,3,8,0,0,pseudocode/00441c00.c
0x00441f00,FUN_00441f00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,4347,,1,17,6,1,7,pseudocode/00441f00.c
0x00443020,FUN_00443020,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,2136,,1,16,5,1,7,pseudocode/00443020.c
0x00443880,FUN_00443880,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,5993,,0,6,4,1,1,pseudocode/00443880.c
0x00445130,FUN_00445130,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,534,,0,6,0,0,5,pseudocode/00445130.c
0x00445350,FUN_00445350,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,612,,0,6,0,1,5,pseudocode/00445350.c
0x004455c0,FUN_004455c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,192,,0,4,0,0,2,pseudocode/004455c0.c
0x00445680,FUN_00445680,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,49,,1,1,1,0,0,pseudocode/00445680.c
0x004456c0,FUN_004456c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,20,,0,2,0,0,0,pseudocode/004456c0.c
0x004456e0,FUN_004456e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,20,,0,2,0,0,0,pseudocode/004456e0.c
0x00445700,FUN_00445700,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,0,0,1,0,pseudocode/00445700.c
0x00445720,FUN_00445720,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,70,,0,0,0,0,0,pseudocode/00445720.c
0x00445770,FUN_00445770,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,244,,0,1,0,0,0,pseudocode/00445770.c
0x00445880,FUN_00445880,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,93,,0,1,1,0,0,pseudocode/00445880.c
0x004458e0,FUN_004458e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,93,,0,1,1,0,0,pseudocode/004458e0.c
0x00445940,FUN_00445940,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,93,,0,1,1,0,0,pseudocode/00445940.c
0x004459a0,FUN_004459a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,45,,0,0,0,0,0,pseudocode/004459a0.c
0x004459d0,FUN_004459d0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,45,,0,0,0,0,0,pseudocode/004459d0.c
0x00445a00,FUN_00445a00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,60,,0,2,0,0,0,pseudocode/00445a00.c
0x00445a40,FUN_00445a40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,111,,0,2,0,0,0,pseudocode/00445a40.c
0x00445ab0,FUN_00445ab0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,26,,0,0,0,0,0,pseudocode/00445ab0.c
0x00445ad0,FUN_00445ad0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,78,,0,0,0,0,0,pseudocode/00445ad0.c
0x00445b20,FUN_00445b20,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,86,,0,0,0,0,0,pseudocode/00445b20.c
0x00445b80,FUN_00445b80,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,20,,0,0,0,0,0,pseudocode/00445b80.c
0x00445ba0,FUN_00445ba0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,26,,0,0,0,0,0,pseudocode/00445ba0.c
0x00445bc0,FUN_00445bc0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,2725,,0,3,0,0,46,pseudocode/00445bc0.c
0x00446690,FUN_00446690,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1163,,1,0,0,0,24,pseudocode/00446690.c
0x00446b30,FUN_00446b30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,0,0,0,0,pseudocode/00446b30.c
0x00446b60,FUN_00446b60,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,57,,0,4,0,0,0,pseudocode/00446b60.c
0x00446ba0,FUN_00446ba0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,20,,0,1,0,0,0,pseudocode/00446ba0.c
0x00446bc0,FID_conflict:`scalar_deleting_destructor',unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,46,,0,3,0,0,0,pseudocode/00446bc0.c
0x00446bf0,FUN_00446bf0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,28,,0,3,0,0,0,pseudocode/00446bf0.c
0x00446c10,FUN_00446c10,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,43,,0,2,0,0,0,pseudocode/00446c10.c
0x00446c40,"FID_conflict:_Func_impl_no_alloc<class_`protected:_void___thiscall_Concurrency::target_block<class_Concurrency::multi_link_registry<class_Concurrency::ISource<unsigned_int>_>,class_Concurrency::ordered_message_processor<unsigned_int>_>::initialize_target(class_Concurrency::Scheduler*,class_Concurrency::ScheduleGroup*)'::`2'::<lambda_1>,void,class_Concurrency::message<unsigned_int>*><class_`protected:_void___thiscall_Concurrency::target_block<class_Concurrency::multi_link_registry<class_Concurrency::ISource<unsigned_int>_>,class_Concurrency::ordered_message_processor<unsigned_int>_>::initialize_target(class_Concurrency::Scheduler*,class_Concurrency::ScheduleGroup*)'::`2'::<lambda_1>,0>",possible_crt_stl_or_library_function,ghidra_signature_or_library_name_only,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,53,,0,5,0,0,0,pseudocode/00446c40.c
0x00446c80,"FID_conflict:_Func_impl_no_alloc<class_`protected:_void___thiscall_Concurrency::target_block<class_Concurrency::multi_link_registry<class_Concurrency::ISource<unsigned_int>_>,class_Concurrency::ordered_message_processor<unsigned_int>_>::initialize_target(class_Concurrency::Scheduler*,class_Concurrency::ScheduleGroup*)'::`2'::<lambda_1>,void,class_Concurrency::message<unsigned_int>*><class_`protected:_void___thiscall_Concurrency::target_block<class_Concurrency::multi_link_registry<class_Concurrency::ISource<unsigned_int>_>,class_Concurrency::ordered_message_processor<unsigned_int>_>::initialize_target(class_Concurrency::Scheduler*,class_Concurrency::ScheduleGroup*)'::`2'::<lambda_1>,0>",possible_crt_stl_or_library_function,ghidra_signature_or_library_name_only,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,53,,0,5,0,0,0,pseudocode/00446c80.c
0x00446cc0,FUN_00446cc0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,102,,0,4,0,1,0,pseudocode/00446cc0.c
0x00446d30,FUN_00446d30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,102,,0,4,0,1,0,pseudocode/00446d30.c
0x00446da0,FUN_00446da0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,32,,0,6,0,0,0,pseudocode/00446da0.c
0x00446dc0,FUN_00446dc0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,0,0,0,0,pseudocode/00446dc0.c
0x00446de0,FUN_00446de0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,17,,0,0,0,0,0,pseudocode/00446de0.c
0x00446e00,FUN_00446e00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,63,,0,2,0,0,0,pseudocode/00446e00.c
0x00446e40,FUN_00446e40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,88,,0,9,0,0,0,pseudocode/00446e40.c
0x00446ea0,FUN_00446ea0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,19,,0,0,0,0,0,pseudocode/00446ea0.c
0x00446ec0,FUN_00446ec0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,137,,0,3,0,0,0,pseudocode/00446ec0.c
0x00446f50,FUN_00446f50,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,53,,1,1,0,0,0,pseudocode/00446f50.c
0x00446f90,FUN_00446f90,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,157,,0,0,0,0,0,pseudocode/00446f90.c
0x00447030,FUN_00447030,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,23,,0,0,0,0,0,pseudocode/00447030.c
0x00447050,FUN_00447050,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,229,,0,4,1,0,0,pseudocode/00447050.c
0x00447140,_Reset<>,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,90,,0,2,0,0,0,pseudocode/00447140.c
0x004471a0,_Reset<>,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,90,,0,2,0,0,0,pseudocode/004471a0.c
0x00447200,FUN_00447200,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,73,,0,0,0,0,0,pseudocode/00447200.c
0x00447250,FUN_00447250,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,104,,0,4,1,0,0,pseudocode/00447250.c
0x004472c0,FUN_004472c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,108,,0,2,2,0,0,pseudocode/004472c0.c
0x00447330,FUN_00447330,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,103,,0,2,2,0,0,pseudocode/00447330.c
0x004473a0,FUN_004473a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,2,2,0,0,pseudocode/004473a0.c
0x00447410,FUN_00447410,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,2,2,0,0,pseudocode/00447410.c
0x00447480,FUN_00447480,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,158,,0,5,2,1,0,pseudocode/00447480.c
0x00447520,FUN_00447520,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,205,,0,5,2,1,0,pseudocode/00447520.c
0x004475f0,FUN_004475f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,205,,0,5,2,1,0,pseudocode/004475f0.c
0x004476c0,FUN_004476c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,238,,0,5,2,1,0,pseudocode/004476c0.c
0x004477b0,FUN_004477b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,67,,0,6,0,0,0,pseudocode/004477b0.c
0x00447800,FUN_00447800,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,73,,0,6,0,0,0,pseudocode/00447800.c
0x00447850,__ExceptionPtrDestroy,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,16,,0,0,0,0,0,pseudocode/00447850.c
0x00447860,FUN_00447860,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,16,,0,0,0,0,0,pseudocode/00447860.c
0x00447870,FUN_00447870,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,62,,0,6,0,0,0,pseudocode/00447870.c
0x004478b0,FUN_004478b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,98,,0,1,0,0,0,pseudocode/004478b0.c
0x00447920,FUN_00447920,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,17,,0,1,0,0,0,pseudocode/00447920.c
0x00447940,FUN_00447940,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,30,,0,0,0,0,0,pseudocode/00447940.c
0x00447960,FUN_00447960,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,26,,0,4,0,0,0,pseudocode/00447960.c
0x00447980,FUN_00447980,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,94,,0,2,0,0,0,pseudocode/00447980.c
0x004479e0,FUN_004479e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,99,,0,2,0,0,0,pseudocode/004479e0.c
0x00447a50,FUN_00447a50,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,2,0,0,0,pseudocode/00447a50.c
0x00447ac0,FUN_00447ac0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,2,0,0,0,pseudocode/00447ac0.c
0x00447b30,FUN_00447b30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,2,0,0,0,pseudocode/00447b30.c
0x00447ba0,FUN_00447ba0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,97,,0,2,0,0,0,pseudocode/00447ba0.c
0x00447c10,FUN_00447c10,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,75,,0,4,0,1,0,pseudocode/00447c10.c
0x00447c60,FUN_00447c60,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,86,,0,2,0,1,0,pseudocode/00447c60.c
0x00447cc0,FUN_00447cc0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,87,,0,4,0,1,0,pseudocode/00447cc0.c
0x00447d20,FUN_00447d20,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,32,,0,6,0,0,0,pseudocode/00447d20.c
0x00447d40,CCmdUI,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,113,,0,10,0,0,0,pseudocode/00447d40.c
0x00447dc0,FUN_00447dc0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,30,,0,0,0,0,0,pseudocode/00447dc0.c
0x00447de0,FUN_00447de0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,24,,0,2,0,0,0,pseudocode/00447de0.c
0x00447e00,FUN_00447e00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,2794,,0,43,25,1,1,pseudocode/00447e00.c
0x004488f0,FUN_004488f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,252,,0,2,0,0,0,pseudocode/004488f0.c
0x004489f0,FUN_004489f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,59,,0,3,0,0,0,pseudocode/004489f0.c
0x00448a30,FUN_00448a30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,186,,0,2,0,0,0,pseudocode/00448a30.c
0x00448af0,FUN_00448af0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,73,,0,2,0,0,0,pseudocode/00448af0.c
0x00448b40,FUN_00448b40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,498,,0,6,0,1,0,pseudocode/00448b40.c
0x00448d40,FUN_00448d40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,45,,0,2,0,0,0,pseudocode/00448d40.c
0x00448d70,FUN_00448d70,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,725,,0,5,0,1,0,pseudocode/00448d70.c
0x00449050,FUN_00449050,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,182,,0,2,0,0,0,pseudocode/00449050.c
0x00449110,FUN_00449110,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,44,,0,2,0,0,0,pseudocode/00449110.c
0x00449140,FUN_00449140,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,43,,0,2,0,0,0,pseudocode/00449140.c
0x00449170,FUN_00449170,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,65,,0,2,0,0,0,pseudocode/00449170.c
0x004491c0,~_ATL_WIN_MODULE70,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,23,,0,0,0,0,0,pseudocode/004491c0.c
