function_entry,pseudocode_file,warning_count,contains_bad_or_unimplemented_data_marker,warning_lines
0x004d1470,pseudocode/004d1470.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d2750,pseudocode/004d2750.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x004d2dd0,pseudocode/004d2dd0.c,3,False,"/* WARNING: Removing unreachable block (ram,0x004d2f30) */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */"
0x004d3230,pseudocode/004d3230.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d3d70,pseudocode/004d3d70.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d4150,pseudocode/004d4150.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d46e0,pseudocode/004d46e0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d49e0,pseudocode/004d49e0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d5710,pseudocode/004d5710.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d58d0,pseudocode/004d58d0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d5e50,pseudocode/004d5e50.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d6830,pseudocode/004d6830.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d6c40,pseudocode/004d6c40.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d7280,pseudocode/004d7280.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d7750,pseudocode/004d7750.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d99d0,pseudocode/004d99d0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004d9ea0,pseudocode/004d9ea0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004da1f0,pseudocode/004da1f0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004dec30,pseudocode/004dec30.c,1,False,/* WARNING: Load size is inaccurate */
0x004dec50,pseudocode/004dec50.c,1,False,/* WARNING: Load size is inaccurate */
0x004dec80,pseudocode/004dec80.c,1,False,/* WARNING: Load size is inaccurate */
0x004e0e80,pseudocode/004e0e80.c,1,False,/* WARNING: Load size is inaccurate */
0x004e0fc0,pseudocode/004e0fc0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004e14b0,pseudocode/004e14b0.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x004e1fd0,pseudocode/004e1fd0.c,1,False,/* WARNING: Load size is inaccurate */
0x004e5020,pseudocode/004e5020.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004e5240,pseudocode/004e5240.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004e54c0,pseudocode/004e54c0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004e5620,pseudocode/004e5620.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004e6e10,pseudocode/004e6e10.c,1,False,/* WARNING: Load size is inaccurate */
0x004e7000,pseudocode/004e7000.c,1,False,/* WARNING: Load size is inaccurate */
0x004e70f0,pseudocode/004e70f0.c,1,False,/* WARNING: Load size is inaccurate */
0x004e71b0,pseudocode/004e71b0.c,1,False,/* WARNING: Load size is inaccurate */
0x004e74e0,pseudocode/004e74e0.c,1,False,/* WARNING: Load size is inaccurate */
0x004e7590,pseudocode/004e7590.c,1,False,/* WARNING: Load size is inaccurate */
0x004e7640,pseudocode/004e7640.c,1,False,/* WARNING: Load size is inaccurate */
0x004e76f0,pseudocode/004e76f0.c,1,False,/* WARNING: Load size is inaccurate */
0x004e77b0,pseudocode/004e77b0.c,1,False,/* WARNING: Load size is inaccurate */
0x004e78d0,pseudocode/004e78d0.c,1,False,/* WARNING: Load size is inaccurate */
0x004e79a0,pseudocode/004e79a0.c,1,False,/* WARNING: Load size is inaccurate */
0x004ea270,pseudocode/004ea270.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004eacf0,pseudocode/004eacf0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004eb690,pseudocode/004eb690.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004ee870,pseudocode/004ee870.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Subroutine does not return */
0x004eec20,pseudocode/004eec20.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Subroutine does not return */
0x004eefd0,pseudocode/004eefd0.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Subroutine does not return */
0x004ef250,pseudocode/004ef250.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Subroutine does not return */
0x004f0020,pseudocode/004f0020.c,1,False,"/* WARNING: Removing unreachable block (ram,0x004f023b) */"
0x004f0a40,pseudocode/004f0a40.c,1,False,"/* WARNING: Removing unreachable block (ram,0x004f0c3f) */"
0x004f1480,pseudocode/004f1480.c,1,False,"/* WARNING: Removing unreachable block (ram,0x004f16b1) */"
0x004f1c10,pseudocode/004f1c10.c,1,False,/* WARNING: Type propagation algorithm not settling */
0x004f1e70,pseudocode/004f1e70.c,1,False,/* WARNING: Type propagation algorithm not settling */
0x004f2000,pseudocode/004f2000.c,1,False,/* WARNING: Type propagation algorithm not settling */
0x004f2630,pseudocode/004f2630.c,1,False,/* WARNING: Type propagation algorithm not settling */
0x004f30f0,pseudocode/004f30f0.c,1,False,/* WARNING: Subroutine does not return */
0x004f4e70,pseudocode/004f4e70.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x004f5510,pseudocode/004f5510.c,1,False,/* WARNING: Subroutine does not return */
0x004f5650,pseudocode/004f5650.c,1,False,/* WARNING: Load size is inaccurate */
0x004f5690,pseudocode/004f5690.c,1,False,/* WARNING: Load size is inaccurate */
0x004f57c0,pseudocode/004f57c0.c,1,False,/* WARNING: Load size is inaccurate */
0x004f57f0,pseudocode/004f57f0.c,1,False,/* WARNING: Load size is inaccurate */
0x004f5890,pseudocode/004f5890.c,1,False,/* WARNING: Load size is inaccurate */
0x004f58c0,pseudocode/004f58c0.c,1,False,/* WARNING: Load size is inaccurate */
0x004f58f0,pseudocode/004f58f0.c,1,False,/* WARNING: Load size is inaccurate */
0x004f5920,pseudocode/004f5920.c,1,False,/* WARNING: Load size is inaccurate */
0x004f5b90,pseudocode/004f5b90.c,1,False,/* WARNING: Load size is inaccurate */
0x004f5fe0,pseudocode/004f5fe0.c,1,False,"/* WARNING: Removing unreachable block (ram,0x004f602d) */"
0x004f6610,pseudocode/004f6610.c,1,False,"/* WARNING: Removing unreachable block (ram,0x004f665b) */"
0x004f6c40,pseudocode/004f6c40.c,1,False,"/* WARNING: Removing unreachable block (ram,0x004f6c9c) */"
0x004f6f60,pseudocode/004f6f60.c,1,False,/* WARNING: Load size is inaccurate */
0x004f6fa0,pseudocode/004f6fa0.c,1,False,/* WARNING: Subroutine does not return */
0x004f70d0,pseudocode/004f70d0.c,1,False,/* WARNING: Load size is inaccurate */
0x004f70f0,pseudocode/004f70f0.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x004f7210,pseudocode/004f7210.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004f8ff0,pseudocode/004f8ff0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004fbf20,pseudocode/004fbf20.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x004fc4b0,pseudocode/004fc4b0.c,1,False,/* WARNING: Load size is inaccurate */
0x004fc8c0,pseudocode/004fc8c0.c,1,False,/* WARNING: Load size is inaccurate */
0x004fc8f0,pseudocode/004fc8f0.c,1,False,/* WARNING: Load size is inaccurate */
0x004fc950,pseudocode/004fc950.c,1,False,/* WARNING: Load size is inaccurate */
0x004fcb20,pseudocode/004fcb20.c,1,False,/* WARNING: Load size is inaccurate */
0x004fcba0,pseudocode/004fcba0.c,1,False,/* WARNING: Load size is inaccurate */
0x004fcbc0,pseudocode/004fcbc0.c,1,False,/* WARNING: Load size is inaccurate */
0x004fcdc0,pseudocode/004fcdc0.c,1,False,/* WARNING: Load size is inaccurate */
0x004fcdf0,pseudocode/004fcdf0.c,1,False,/* WARNING: Load size is inaccurate */
0x004fed50,pseudocode/004fed50.c,1,False,/* WARNING: Load size is inaccurate */
0x004fee00,pseudocode/004fee00.c,1,False,/* WARNING: Load size is inaccurate */
0x004fefc0,pseudocode/004fefc0.c,1,False,/* WARNING: Load size is inaccurate */
0x004ff020,pseudocode/004ff020.c,1,False,/* WARNING: Load size is inaccurate */
0x004ff060,pseudocode/004ff060.c,1,False,/* WARNING: Load size is inaccurate */
0x004ff0d0,pseudocode/004ff0d0.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x004ff350,pseudocode/004ff350.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004ff3f0,pseudocode/004ff3f0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x004ff710,pseudocode/004ff710.c,1,False,/* WARNING: Load size is inaccurate */
0x004ff7a0,pseudocode/004ff7a0.c,1,False,/* WARNING: Load size is inaccurate */
0x004ffc80,pseudocode/004ffc80.c,1,False,/* WARNING: Load size is inaccurate */
0x00500230,pseudocode/00500230.c,1,False,/* WARNING: Load size is inaccurate */
0x005006f0,pseudocode/005006f0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00500790,pseudocode/00500790.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005008c0,pseudocode/005008c0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00501110,pseudocode/00501110.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005013b0,pseudocode/005013b0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005015a0,pseudocode/005015a0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00501650,pseudocode/00501650.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00501770,pseudocode/00501770.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00501820,pseudocode/00501820.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00501f50,pseudocode/00501f50.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00502550,pseudocode/00502550.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00502b70,pseudocode/00502b70.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00502c50,pseudocode/00502c50.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00502db0,pseudocode/00502db0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005032d0,pseudocode/005032d0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00503ee0,pseudocode/00503ee0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00503fc0,pseudocode/00503fc0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00504480,pseudocode/00504480.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00504e90,pseudocode/00504e90.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00506030,pseudocode/00506030.c,1,False,/* WARNING: Load size is inaccurate */
0x00507b70,pseudocode/00507b70.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005081e0,pseudocode/005081e0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00508360,pseudocode/00508360.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00508480,pseudocode/00508480.c,1,False,/* WARNING: Type propagation algorithm not settling */
0x0050a220,pseudocode/0050a220.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0050a25e) */"
0x0050ac70,pseudocode/0050ac70.c,1,False,/* WARNING: Load size is inaccurate */
0x0050ff70,pseudocode/0050ff70.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00510110,pseudocode/00510110.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00511f00,pseudocode/00511f00.c,1,False,/* WARNING: Load size is inaccurate */
0x00512aa0,pseudocode/00512aa0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005142b0,pseudocode/005142b0.c,3,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x00515830,pseudocode/00515830.c,4,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x00515ce0,pseudocode/00515ce0.c,1,False,/* WARNING: Load size is inaccurate */
0x00515e40,pseudocode/00515e40.c,1,False,/* WARNING: Load size is inaccurate */
0x005163c0,pseudocode/005163c0.c,1,False,/* WARNING: Load size is inaccurate */
0x00516470,pseudocode/00516470.c,1,False,/* WARNING: Load size is inaccurate */
0x00516490,pseudocode/00516490.c,1,False,/* WARNING: Load size is inaccurate */
0x005167b0,pseudocode/005167b0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005189c0,pseudocode/005189c0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0051a0b0,pseudocode/0051a0b0.c,2,False,/* WARNING: Type propagation algorithm not settling */ | /* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0051ac30,pseudocode/0051ac30.c,1,False,/* WARNING: Load size is inaccurate */
0x0051c1e0,pseudocode/0051c1e0.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0051c1ff) */"
0x0051cb20,pseudocode/0051cb20.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0051cb3f) */"
0x0051cb90,pseudocode/0051cb90.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0051cbaf) */"
0x0051cef0,pseudocode/0051cef0.c,1,False,/* WARNING: Load size is inaccurate */
0x0051cf20,pseudocode/0051cf20.c,3,False,"/* WARNING: Removing unreachable block (ram,0x0051cf61) */ | /* WARNING: Removing unreachable block (ram,0x0051cf71) */ | /* WARNING: Load size is inaccurate */"
0x0051d040,pseudocode/0051d040.c,3,False,"/* WARNING: Removing unreachable block (ram,0x0051d081) */ | /* WARNING: Removing unreachable block (ram,0x0051d091) */ | /* WARNING: Load size is inaccurate */"
0x0051d6a0,pseudocode/0051d6a0.c,1,False,/* WARNING: Load size is inaccurate */
0x0051d790,pseudocode/0051d790.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x0051e080,pseudocode/0051e080.c,1,False,/* WARNING: Load size is inaccurate */
0x0051e0a0,pseudocode/0051e0a0.c,1,False,/* WARNING: Load size is inaccurate */
0x0051e0c0,pseudocode/0051e0c0.c,1,False,/* WARNING: Load size is inaccurate */
0x0051ed90,pseudocode/0051ed90.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0051f490,pseudocode/0051f490.c,1,False,/* WARNING: Function: __alloca_probe replaced with injection: alloca_probe */
0x0051feb0,pseudocode/0051feb0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00520c80,pseudocode/00520c80.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00521060,pseudocode/00521060.c,1,False,/* WARNING: Type propagation algorithm not settling */
0x00522e20,pseudocode/00522e20.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00523440,pseudocode/00523440.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005240d0,pseudocode/005240d0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005257f0,pseudocode/005257f0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005277f0,pseudocode/005277f0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00527f00,pseudocode/00527f00.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00528a50,pseudocode/00528a50.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00529430,pseudocode/00529430.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00529b40,pseudocode/00529b40.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0052a8a0,pseudocode/0052a8a0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0052b480,pseudocode/0052b480.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0052b8e0,pseudocode/0052b8e0.c,2,False,/* WARNING: Type propagation algorithm not settling */ | /* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005307e0,pseudocode/005307e0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00533720,pseudocode/00533720.c,3,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x00533970,pseudocode/00533970.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005348d0,pseudocode/005348d0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00534ab0,pseudocode/00534ab0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00534f10,pseudocode/00534f10.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00535680,pseudocode/00535680.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00535770,pseudocode/00535770.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00535c50,pseudocode/00535c50.c,1,False,/* WARNING: Load size is inaccurate */
0x00535ca0,pseudocode/00535ca0.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x00535f70,pseudocode/00535f70.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00536ac0,pseudocode/00536ac0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00537410,pseudocode/00537410.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00537ec0,pseudocode/00537ec0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00538160,pseudocode/00538160.c,1,False,/* WARNING: Load size is inaccurate */
0x005388c0,pseudocode/005388c0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00538af0,pseudocode/00538af0.c,5,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x00538c50,pseudocode/00538c50.c,1,False,/* WARNING: Load size is inaccurate */
0x00539550,pseudocode/00539550.c,1,False,"/* WARNING: Removing unreachable block (ram,0x005398f7) */"
0x00539ed0,pseudocode/00539ed0.c,1,False,/* WARNING: Load size is inaccurate */
0x0053a210,pseudocode/0053a210.c,4,False,"/* WARNING: Removing unreachable block (ram,0x0053a314) */ | /* WARNING: Removing unreachable block (ram,0x0053a32f) */ | /* WARNING: Removing unreachable block (ram,0x0053a320) */ | /* WARNING: Removing unreachable block (ram,0x0053a336) */"
0x0053a350,pseudocode/0053a350.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x0053a3c0,pseudocode/0053a3c0.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0053a529) */"
0x0053a8b0,pseudocode/0053a8b0.c,1,False,/* WARNING: Load size is inaccurate */
0x0053b5c0,pseudocode/0053b5c0.c,5,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x0053e5c0,pseudocode/0053e5c0.c,1,False,/* WARNING: Load size is inaccurate */
0x0053e720,pseudocode/0053e720.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0053e7c0,pseudocode/0053e7c0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0053e970,pseudocode/0053e970.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0053ea90,pseudocode/0053ea90.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0053eb70,pseudocode/0053eb70.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0053ec80,pseudocode/0053ec80.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0053f7b0,pseudocode/0053f7b0.c,1,False,/* WARNING: Load size is inaccurate */
0x0053fdb0,pseudocode/0053fdb0.c,1,False,/* WARNING: Load size is inaccurate */
0x0054065a,pseudocode/0054065a.c,2,False,/* WARNING: Could not recover jumptable at 0x0054065a. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540660,pseudocode/00540660.c,2,False,/* WARNING: Could not recover jumptable at 0x00540660. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540666,pseudocode/00540666.c,2,False,/* WARNING: Could not recover jumptable at 0x00540666. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x0054066c,pseudocode/0054066c.c,2,False,/* WARNING: Could not recover jumptable at 0x0054066c. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540672,pseudocode/00540672.c,2,False,/* WARNING: Could not recover jumptable at 0x00540672. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540678,pseudocode/00540678.c,2,False,/* WARNING: Could not recover jumptable at 0x00540678. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x0054067e,pseudocode/0054067e.c,2,False,/* WARNING: Could not recover jumptable at 0x0054067e. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540684,pseudocode/00540684.c,2,False,/* WARNING: Could not recover jumptable at 0x00540684. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x0054068a,pseudocode/0054068a.c,2,False,/* WARNING: Could not recover jumptable at 0x0054068a. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540690,pseudocode/00540690.c,2,False,/* WARNING: Could not recover jumptable at 0x00540690. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540696,pseudocode/00540696.c,2,False,/* WARNING: Could not recover jumptable at 0x00540696. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x0054069c,pseudocode/0054069c.c,2,False,/* WARNING: Could not recover jumptable at 0x0054069c. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406a2,pseudocode/005406a2.c,2,False,/* WARNING: Could not recover jumptable at 0x005406a2. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406a8,pseudocode/005406a8.c,2,False,/* WARNING: Could not recover jumptable at 0x005406a8. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406ae,pseudocode/005406ae.c,2,False,/* WARNING: Could not recover jumptable at 0x005406ae. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406b4,pseudocode/005406b4.c,2,False,/* WARNING: Could not recover jumptable at 0x005406b4. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406ba,pseudocode/005406ba.c,2,False,/* WARNING: Could not recover jumptable at 0x005406ba. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406c0,pseudocode/005406c0.c,2,False,/* WARNING: Could not recover jumptable at 0x005406c0. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406c6,pseudocode/005406c6.c,2,False,/* WARNING: Could not recover jumptable at 0x005406c6. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005406df,pseudocode/005406df.c,1,False,/* WARNING: Subroutine does not return */
0x00540753,pseudocode/00540753.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00540a27,pseudocode/00540a27.c,2,False,/* WARNING: Could not recover jumptable at 0x00540a27. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00540c9f,pseudocode/00540c9f.c,1,False,/* WARNING: Function: __EH_prolog3_GS replaced with injection: EH_prolog3 */
0x00540fd9,pseudocode/00540fd9.c,2,False,/* WARNING: Could not recover jumptable at 0x00540fd9. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00541026,pseudocode/00541026.c,1,False,/* WARNING: Subroutine does not return */
0x005419cb,pseudocode/005419cb.c,1,False,/* WARNING: Subroutine does not return */
0x00541a86,pseudocode/00541a86.c,1,False,/* WARNING: Load size is inaccurate */
0x00541b24,pseudocode/00541b24.c,3,False,/* WARNING: Function: __EH_prolog3 replaced with injection: EH_prolog3 */ | /* WARNING: Function: __EH_epilog3 replaced with injection: EH_epilog3 */ | /* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00542527,pseudocode/00542527.c,1,False,/* WARNING: Subroutine does not return */
0x0054256f,pseudocode/0054256f.c,1,False,/* WARNING: Function: __alloca_probe_16 replaced with injection: alloca_probe */
0x00542848,pseudocode/00542848.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005428cf,pseudocode/005428cf.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00542a5a,pseudocode/00542a5a.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00542b62,pseudocode/00542b62.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00542c40,pseudocode/00542c40.c,1,False,/* WARNING: This is an inlined function */
0x00542eaf,pseudocode/00542eaf.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00542f23,pseudocode/00542f23.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00542fab,pseudocode/00542fab.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00543461,pseudocode/00543461.c,2,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */
0x005435ed,pseudocode/005435ed.c,1,False,/* WARNING: This is an inlined function */
0x00543601,pseudocode/00543601.c,1,False,/* WARNING: Function: __EH_epilog3 replaced with injection: EH_epilog3 */
0x00543610,pseudocode/00543610.c,3,False,/* WARNING: This is an inlined function */ | /* WARNING: Unable to track spacebase fully for stack */ | /* WARNING: Variable defined which should be unmapped: param_1 */
0x00543643,pseudocode/00543643.c,3,False,/* WARNING: This is an inlined function */ | /* WARNING: Unable to track spacebase fully for stack */ | /* WARNING: Variable defined which should be unmapped: param_1 */
0x00543679,pseudocode/00543679.c,3,False,/* WARNING: This is an inlined function */ | /* WARNING: Unable to track spacebase fully for stack */ | /* WARNING: Variable defined which should be unmapped: param_1 */
