function_entry,pseudocode_file,warning_count,contains_bad_or_unimplemented_data_marker,warning_lines
0x005436c1,pseudocode/005436c1.c,6,False,"/* WARNING: Removing unreachable block (ram,0x005436f3) */ | /* WARNING: Removing unreachable block (ram,0x00543801) */ | /* WARNING: Removing unreachable block (ram,0x005437d6) */ | /* WARNING: Removing unreachable block (ram,0x0054379a) */ | /* WARNING: Removing unreachable block (ram,0x0054372e) */ | /* WARNING: Globals starting with '_' overlap smaller symbols at the same address */"
0x005439e0,pseudocode/005439e0.c,2,False,/* WARNING: This is an inlined function */ | /* WARNING: Function: __alloca_probe replaced with injection: alloca_probe */
0x005439f6,pseudocode/005439f6.c,2,False,/* WARNING: This is an inlined function */ | /* WARNING: Function: __alloca_probe replaced with injection: alloca_probe */
0x00543c2a,pseudocode/00543c2a.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00543c40,pseudocode/00543c40.c,3,False,/* WARNING: This is an inlined function */ | /* WARNING: Unable to track spacebase fully for stack */ | /* WARNING: Variable defined which should be unmapped: param_2 */
0x00543d88,pseudocode/00543d88.c,5,False,"/* WARNING: Removing unreachable block (ram,0x00543d98) */ | /* WARNING: Removing unreachable block (ram,0x00543d99) */ | /* WARNING: Removing unreachable block (ram,0x00543d9f) */ | /* WARNING: Removing unreachable block (ram,0x00543da9) */ | /* WARNING: Removing unreachable block (ram,0x00543db0) */"
0x00543de0,pseudocode/00543de0.c,2,False,/* WARNING: Could not recover jumptable at 0x00543de0. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543de6,pseudocode/00543de6.c,2,False,/* WARNING: Could not recover jumptable at 0x00543de6. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543dec,pseudocode/00543dec.c,2,False,/* WARNING: Could not recover jumptable at 0x00543dec. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543df2,pseudocode/00543df2.c,2,False,/* WARNING: Could not recover jumptable at 0x00543df2. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543df8,pseudocode/00543df8.c,2,False,/* WARNING: Could not recover jumptable at 0x00543df8. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543dfe,pseudocode/00543dfe.c,2,False,/* WARNING: Could not recover jumptable at 0x00543dfe. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543e04,pseudocode/00543e04.c,2,False,/* WARNING: Could not recover jumptable at 0x00543e04. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543e0a,pseudocode/00543e0a.c,2,False,/* WARNING: Could not recover jumptable at 0x00543e0a. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543e10,pseudocode/00543e10.c,2,False,/* WARNING: Could not recover jumptable at 0x00543e10. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543e16,pseudocode/00543e16.c,2,False,/* WARNING: Could not recover jumptable at 0x00543e16. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00543e20,pseudocode/00543e20.c,3,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */ | /* WARNING: Could not recover jumptable at 0x00544045. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00544394,pseudocode/00544394.c,1,False,/* WARNING: Subroutine does not return */
0x00544562,pseudocode/00544562.c,2,False,/* WARNING: Could not recover jumptable at 0x0054458b. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x0054463b,pseudocode/0054463b.c,1,False,/* WARNING: Subroutine does not return */
0x00544683,pseudocode/00544683.c,2,False,/* WARNING: Could not recover jumptable at 0x0054471a. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00544760,pseudocode/00544760.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00544ae9,pseudocode/00544ae9.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005463e0,pseudocode/005463e0.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x005467d6,pseudocode/005467d6.c,1,False,/* WARNING: Subroutine does not return */
0x005468ff,pseudocode/005468ff.c,4,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x00546a3d,pseudocode/00546a3d.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00546b5a,pseudocode/00546b5a.c,1,False,/* WARNING: Subroutine does not return */
0x00546efd,pseudocode/00546efd.c,1,False,/* WARNING: Subroutine does not return */
0x00547224,pseudocode/00547224.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x005473f3,pseudocode/005473f3.c,2,False,/* WARNING: Function: __EH_prolog3_catch replaced with injection: EH_prolog3 */ | /* WARNING: Subroutine does not return */
0x00547497,pseudocode/00547497.c,2,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */
0x00547585,pseudocode/00547585.c,1,False,/* WARNING: Subroutine does not return */
0x00547650,pseudocode/00547650.c,1,False,/* WARNING: Restarted to delay deadcode elimination for space: stack */
0x00547850,pseudocode/00547850.c,2,False,/* WARNING: Could not recover jumptable at 0x00547867. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00547992,pseudocode/00547992.c,2,False,/* WARNING: Could not recover jumptable at 0x005479c7. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00547b43,pseudocode/00547b43.c,1,False,/* WARNING: Subroutine does not return */
0x00547b87,pseudocode/00547b87.c,2,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */
0x00547c78,pseudocode/00547c78.c,2,False,/* WARNING: Subroutine does not return */ | /* WARNING: Subroutine does not return */
0x00547ea3,pseudocode/00547ea3.c,1,False,/* WARNING: Subroutine does not return */
0x00547ff9,pseudocode/00547ff9.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0054803f,pseudocode/0054803f.c,1,False,/* WARNING: Subroutine does not return */
0x005494a8,pseudocode/005494a8.c,1,False,/* WARNING: Load size is inaccurate */
0x0054a3d6,pseudocode/0054a3d6.c,1,False,/* WARNING: Load size is inaccurate */
0x0054a407,pseudocode/0054a407.c,4,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x0054b871,pseudocode/0054b871.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0054bda1) */"
0x0054bfd0,pseudocode/0054bfd0.c,3,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x0054c145,pseudocode/0054c145.c,3,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x0054c44c,pseudocode/0054c44c.c,2,False,/* WARNING: Load size is inaccurate */ | /* WARNING: Load size is inaccurate */
0x0054c5fb,pseudocode/0054c5fb.c,1,False,/* WARNING: Subroutine does not return */
0x0054c620,pseudocode/0054c620.c,1,False,/* WARNING: Subroutine does not return */
0x0054c685,pseudocode/0054c685.c,2,False,"/* WARNING: Removing unreachable block (ram,0x0054c841) */ | /* WARNING: Removing unreachable block (ram,0x0054c98f) */"
0x0054cbf0,pseudocode/0054cbf0.c,1,False,/* WARNING: Type propagation algorithm not settling */
0x0054e8ef,pseudocode/0054e8ef.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0054e940) */"
0x0054e9f0,pseudocode/0054e9f0.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0054ed58) */"
0x0054f91e,pseudocode/0054f91e.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0054f93f) */"
0x0054f9a3,pseudocode/0054f9a3.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0054f9c0) */"
0x0054fb1e,pseudocode/0054fb1e.c,1,False,/* WARNING: Subroutine does not return */
0x0054ff50,pseudocode/0054ff50.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0054ffb0,pseudocode/0054ffb0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00550000,pseudocode/00550000.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00550150,pseudocode/00550150.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00550230,pseudocode/00550230.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00550abe,pseudocode/00550abe.c,1,False,"/* WARNING: Removing unreachable block (ram,0x00550fbd) */"
0x0055110b,pseudocode/0055110b.c,1,False,/* WARNING: Subroutine does not return */
0x0055151e,pseudocode/0055151e.c,1,False,"/* WARNING: Removing unreachable block (ram,0x0055155f) */"
0x00551f19,pseudocode/00551f19.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00551f74,pseudocode/00551f74.c,1,False,/* WARNING: Subroutine does not return */
0x005520d3,pseudocode/005520d3.c,1,False,/* WARNING: Subroutine does not return */
0x005522f0,pseudocode/005522f0.c,1,False,/* WARNING: Subroutine does not return */
0x005528c0,pseudocode/005528c0.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00552920,pseudocode/00552920.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00552b1d,pseudocode/00552b1d.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00552b6a,pseudocode/00552b6a.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00552d10,pseudocode/00552d10.c,1,False,/* WARNING: Subroutine does not return */
0x00552e03,pseudocode/00552e03.c,2,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */
0x00552e3f,pseudocode/00552e3f.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00553223,pseudocode/00553223.c,1,False,/* WARNING: Subroutine does not return */
0x00553308,pseudocode/00553308.c,1,False,/* WARNING: Subroutine does not return */
0x00553516,pseudocode/00553516.c,2,False,/* WARNING: Function: __EH_prolog3 replaced with injection: EH_prolog3 */ | /* WARNING: Function: __EH_epilog3 replaced with injection: EH_epilog3 */
0x0055356c,pseudocode/0055356c.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x005535c7,pseudocode/005535c7.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00553825,pseudocode/00553825.c,2,False,/* WARNING: Function: __EH_prolog3 replaced with injection: EH_prolog3 */ | /* WARNING: Function: __EH_epilog3 replaced with injection: EH_epilog3 */
0x00553b40,pseudocode/00553b40.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00555a94,pseudocode/00555a94.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00555ae1,pseudocode/00555ae1.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00555b26,pseudocode/00555b26.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00555b94,pseudocode/00555b94.c,1,False,/* WARNING: Subroutine does not return */
0x00555bde,pseudocode/00555bde.c,1,False,/* WARNING: Subroutine does not return */
0x00555c78,pseudocode/00555c78.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00555d76,pseudocode/00555d76.c,1,False,/* WARNING: Subroutine does not return */
0x00555dba,pseudocode/00555dba.c,1,False,/* WARNING: Subroutine does not return */
0x00555def,pseudocode/00555def.c,1,False,/* WARNING: Subroutine does not return */
0x00555e81,pseudocode/00555e81.c,1,False,/* WARNING: Subroutine does not return */
0x00555ef1,pseudocode/00555ef1.c,1,False,/* WARNING: Subroutine does not return */
0x005560bf,pseudocode/005560bf.c,1,False,/* WARNING: Subroutine does not return */
0x00556495,pseudocode/00556495.c,1,False,/* WARNING: Subroutine does not return */
0x00556559,pseudocode/00556559.c,1,False,/* WARNING: Subroutine does not return */
0x005566f6,pseudocode/005566f6.c,1,False,/* WARNING: Subroutine does not return */
0x005569e6,pseudocode/005569e6.c,2,False,/* WARNING: Type propagation algorithm not settling */ | /* WARNING: Subroutine does not return */
0x00556fa0,pseudocode/00556fa0.c,1,False,/* WARNING: Subroutine does not return */
0x00556fdf,pseudocode/00556fdf.c,1,False,/* WARNING: Subroutine does not return */
0x00557051,pseudocode/00557051.c,1,False,/* WARNING: Subroutine does not return */
0x0055710f,pseudocode/0055710f.c,1,False,/* WARNING: Subroutine does not return */
0x005572d3,pseudocode/005572d3.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x005573cc,pseudocode/005573cc.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005573ea,pseudocode/005573ea.c,2,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */
0x005575dc,pseudocode/005575dc.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0055762e,pseudocode/0055762e.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00557699,pseudocode/00557699.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x005576ee,pseudocode/005576ee.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x005579c2,pseudocode/005579c2.c,1,False,/* WARNING: Subroutine does not return */
0x005579d0,pseudocode/005579d0.c,4,False,/* WARNING: Function: __EH_prolog3 replaced with injection: EH_prolog3 */ | /* WARNING: Function: __EH_epilog3 replaced with injection: EH_epilog3 */ | /* WARNING: Unable to track spacebase fully for stack */ | /* WARNING: Subroutine does not return */
0x00557a13,pseudocode/00557a13.c,3,False,/* WARNING: Function: __EH_prolog3 replaced with injection: EH_prolog3 */ | /* WARNING: Function: __EH_epilog3 replaced with injection: EH_epilog3 */ | /* WARNING: Unable to track spacebase fully for stack */
0x00557a9f,pseudocode/00557a9f.c,3,False,/* WARNING: Function: __EH_prolog3 replaced with injection: EH_prolog3 */ | /* WARNING: Function: __EH_epilog3 replaced with injection: EH_epilog3 */ | /* WARNING: Unable to track spacebase fully for stack */
0x00557c08,pseudocode/00557c08.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00557e53,pseudocode/00557e53.c,1,False,/* WARNING: Subroutine does not return */
0x005580f1,pseudocode/005580f1.c,2,False,/* WARNING: Could not recover jumptable at 0x005580f7. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005580fd,pseudocode/005580fd.c,2,False,/* WARNING: Could not recover jumptable at 0x00558103. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00558109,pseudocode/00558109.c,2,False,/* WARNING: Could not recover jumptable at 0x00558114. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00558116,pseudocode/00558116.c,2,False,/* WARNING: Could not recover jumptable at 0x0055811c. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00558122,pseudocode/00558122.c,2,False,/* WARNING: Could not recover jumptable at 0x00558128. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005581a9,pseudocode/005581a9.c,2,False,/* WARNING: Could not recover jumptable at 0x005581af. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00558341,pseudocode/00558341.c,1,False,/* WARNING: Subroutine does not return */
0x00558aad,pseudocode/00558aad.c,1,False,/* WARNING: Subroutine does not return */
0x00558e20,pseudocode/00558e20.c,1,False,/* WARNING: Subroutine does not return */
0x00558ee9,pseudocode/00558ee9.c,1,False,"/* WARNING: Removing unreachable block (ram,0x00558f73) */"
0x0055929a,pseudocode/0055929a.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055a2f8,pseudocode/0055a2f8.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055a2fe,pseudocode/0055a2fe.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055a938,pseudocode/0055a938.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055a93e,pseudocode/0055a93e.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055ac3f,pseudocode/0055ac3f.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055acf8,pseudocode/0055acf8.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055acfe,pseudocode/0055acfe.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055af8a,pseudocode/0055af8a.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055af91,pseudocode/0055af91.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055b258,pseudocode/0055b258.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055b25e,pseudocode/0055b25e.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055b45f,pseudocode/0055b45f.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055b518,pseudocode/0055b518.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055b51e,pseudocode/0055b51e.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055ba20,pseudocode/0055ba20.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055c162,pseudocode/0055c162.c,1,False,/* WARNING: Subroutine does not return */
0x0055c37e,pseudocode/0055c37e.c,1,False,/* WARNING: Subroutine does not return */
0x0055c540,pseudocode/0055c540.c,1,False,/* WARNING: Subroutine does not return */
0x0055c587,pseudocode/0055c587.c,1,False,/* WARNING: Subroutine does not return */
0x0055c81a,pseudocode/0055c81a.c,1,False,/* WARNING: Subroutine does not return */
0x0055c9e9,pseudocode/0055c9e9.c,1,False,/* WARNING: Subroutine does not return */
0x0055ca2b,pseudocode/0055ca2b.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0055ca88,pseudocode/0055ca88.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0055cadc,pseudocode/0055cadc.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0055cb87,pseudocode/0055cb87.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0055cc13,pseudocode/0055cc13.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0055ce76,pseudocode/0055ce76.c,1,False,/* WARNING: Function: __alloca_probe_16 replaced with injection: alloca_probe */
0x0055cf58,pseudocode/0055cf58.c,1,False,/* WARNING: Subroutine does not return */
0x0055d108,pseudocode/0055d108.c,1,False,/* WARNING: Function: __alloca_probe_16 replaced with injection: alloca_probe */
0x0055d206,pseudocode/0055d206.c,1,False,/* WARNING: Function: __alloca_probe_16 replaced with injection: alloca_probe */
0x0055dc10,pseudocode/0055dc10.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0055e20c,pseudocode/0055e20c.c,1,False,/* WARNING: Subroutine does not return */
0x0055e389,pseudocode/0055e389.c,1,False,/* WARNING: Subroutine does not return */
0x0055e85a,pseudocode/0055e85a.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0055ed36,pseudocode/0055ed36.c,2,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */
0x0055f1dc,pseudocode/0055f1dc.c,1,False,/* WARNING: Subroutine does not return */
0x0055f466,pseudocode/0055f466.c,2,False,/* WARNING: Subroutine does not return */ | /* WARNING: Subroutine does not return */
0x0055fa17,pseudocode/0055fa17.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00560b88,pseudocode/00560b88.c,2,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */ | /* WARNING: Subroutine does not return */
0x00560c59,pseudocode/00560c59.c,1,False,/* WARNING: Subroutine does not return */
0x00560e06,pseudocode/00560e06.c,1,False,/* WARNING: Subroutine does not return */
0x005610e6,pseudocode/005610e6.c,1,False,/* WARNING: Subroutine does not return */
0x0056134a,pseudocode/0056134a.c,1,False,/* WARNING: Subroutine does not return */
0x005625c9,pseudocode/005625c9.c,1,False,/* WARNING: Subroutine does not return */
0x0056281d,pseudocode/0056281d.c,2,False,/* WARNING: Type propagation algorithm not settling */ | /* WARNING: Subroutine does not return */
0x00563e40,pseudocode/00563e40.c,2,False,/* WARNING: Could not recover jumptable at 0x00563eb3. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x00563eb5,pseudocode/00563eb5.c,2,False,/* WARNING: Could not recover jumptable at 0x00563f4d. Too many branches */ | /* WARNING: Treating indirect jump as call */
0x005642db,pseudocode/005642db.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x0056433a,pseudocode/0056433a.c,1,False,/* WARNING: Subroutine does not return */
0x005643f3,pseudocode/005643f3.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00564548,pseudocode/00564548.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00564b17,pseudocode/00564b17.c,1,False,/* WARNING: Function: __alloca_probe replaced with injection: alloca_probe */
0x00564bf2,pseudocode/00564bf2.c,1,False,/* WARNING: Function: __alloca_probe replaced with injection: alloca_probe */
0x00564cdb,pseudocode/00564cdb.c,1,False,/* WARNING: Function: __alloca_probe replaced with injection: alloca_probe */
0x00564e0d,pseudocode/00564e0d.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00566030,pseudocode/00566030.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00566340,pseudocode/00566340.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x0056641d,pseudocode/0056641d.c,1,False,/* WARNING: Function: __SEH_prolog4 replaced with injection: SEH_prolog4 */
0x00566a4e,pseudocode/00566a4e.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x00566ed0,pseudocode/00566ed0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
0x005670d0,pseudocode/005670d0.c,1,False,/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
